ID	Name	Type	Line	Value
258	Stop56_Route2	1	2	-1
259	Stop70_Route3	1	3	-1
260	Stop80_Route3	1	3	-1
261	Stop6_Route3	1	3	-1
262	Stop88_Route3	1	3	-1
263	Stop68_Route3	1	3	-1
264	Stop26_Route3	1	3	-1
265	Stop34_Route3	1	3	-1
266	Stop41_Route3	1	3	-1
267	Stop48_Route3	1	3	-1
268	Stop44_Route3	1	3	-1
269	Stop10_Route3	1	3	-1
270	Stop65_Route3	1	3	-1
271	Stop56_Route3	1	3	-1
272	Stop72_Route3	1	3	-1
273	Stop73_Route3	1	3	-1
274	Stop74_Route3	1	3	-1
275	Stop73_Route4	1	4	-1
276	Stop46_Route4	1	4	-1
277	Stop64_Route4	1	4	-1
278	Stop49_Route4	1	4	-1
279	Stop101_Route4	1	4	-1
280	Stop72_Route4	1	4	-1
281	Stop73_Route5	1	5	-1
282	Stop46_Route5	1	5	-1
283	Stop64_Route5	1	5	-1
284	Stop49_Route5	1	5	-1
285	Stop101_Route5	1	5	-1
286	Stop72_Route5	1	5	-1
287	Stop73_Route6	1	6	-1
288	Stop86_Route6	1	6	-1
289	Stop5_Route6	1	6	-1
290	Stop102_Route6	1	6	-1
291	Stop72_Route6	1	6	-1
292	Stop73_Route7	1	7	-1
293	Stop86_Route7	1	7	-1
294	Stop5_Route7	1	7	-1
295	Stop103_Route7	1	7	-1
296	Stop72_Route7	1	7	-1
297	Stop73_Route8	1	8	-1
298	Stop57_Route8	1	8	-1
299	Stop82_Route8	1	8	-1
300	Stop55_Route8	1	8	-1
301	Stop104_Route8	1	8	-1
302	Stop72_Route8	1	8	-1
303	Stop73_Route9	1	9	-1
304	Stop57_Route9	1	9	-1
305	Stop82_Route9	1	9	-1
306	Stop55_Route9	1	9	-1
307	Stop104_Route9	1	9	-1
308	Stop72_Route9	1	9	-1
309	Stop73_Route10	1	10	-1
310	Stop57_Route10	1	10	-1
311	Stop82_Route10	1	10	-1
312	Stop55_Route10	1	10	-1
313	Stop105_Route10	1	10	-1
314	Stop72_Route10	1	10	-1
315	Stop73_Route11	1	11	-1
316	Stop46_Route11	1	11	-1
317	Stop64_Route11	1	11	-1
318	Stop49_Route11	1	11	-1
319	Stop106_Route11	1	11	-1
320	Stop72_Route11	1	11	-1
321	Stop107_Route12	1	12	-1
322	Stop80_Route12	1	12	-1
323	Stop6_Route12	1	12	-1
324	Stop79_Route12	1	12	-1
325	Stop15_Route12	1	12	-1
326	Stop9_Route12	1	12	-1
327	Stop14_Route12	1	12	-1
328	Stop19_Route12	1	12	-1
329	Stop58_Route12	1	12	-1
330	Stop65_Route12	1	12	-1
331	Stop56_Route12	1	12	-1
332	Stop72_Route12	1	12	-1
333	Stop73_Route12	1	12	-1
334	Stop46_Route12	1	12	-1
335	Stop64_Route12	1	12	-1
336	Stop1_Route12	1	12	-1
337	Stop99_Route12	1	12	-1
338	Stop108_Route12	1	12	-1
339	Stop74_Route12	1	12	-1
340	Stop109_Route13	1	13	-1
341	Stop91_Route13	1	13	-1
342	Stop29_Route13	1	13	-1
343	Stop7_Route13	1	13	-1
344	Stop1_Route13	1	13	-1
345	Stop64_Route13	1	13	-1
346	Stop46_Route13	1	13	-1
347	Stop72_Route13	1	13	-1
348	Stop73_Route13	1	13	-1
349	Stop74_Route13	1	13	-1
350	Stop10_Route13	1	13	-1
351	Stop44_Route13	1	13	-1
352	Stop35_Route13	1	13	-1
353	Stop62_Route13	1	13	-1
354	Stop37_Route13	1	13	-1
355	Stop42_Route13	1	13	-1
356	Stop78_Route13	1	13	-1
357	Stop77_Route13	1	13	-1
358	Stop110_Route13	1	13	-1
359	Stop65_Route13	1	13	-1
360	Stop56_Route13	1	13	-1
361	Stop0_Route13	1	13	-1
362	Stop73_Route14	1	14	-1
363	Stop74_Route14	1	14	-1
364	Stop10_Route14	1	14	-1
365	Stop44_Route14	1	14	-1
366	Stop45_Route14	1	14	-1
367	Stop63_Route14	1	14	-1
368	Stop12_Route14	1	14	-1
369	Stop51_Route14	1	14	-1
370	Stop47_Route14	1	14	-1
371	Stop111_Route14	1	14	-1
372	Stop92_Route14	1	14	-1
373	Stop65_Route14	1	14	-1
374	Stop56_Route14	1	14	-1
375	Stop72_Route14	1	14	-1
376	Stop73_Route15	1	15	-1
377	Stop74_Route15	1	15	-1
378	Stop58_Route15	1	15	-1
379	Stop61_Route15	1	15	-1
380	Stop93_Route15	1	15	-1
381	Stop39_Route15	1	15	-1
382	Stop45_Route15	1	15	-1
383	Stop63_Route15	1	15	-1
384	Stop12_Route15	1	15	-1
385	Stop51_Route15	1	15	-1
386	Stop47_Route15	1	15	-1
387	Stop111_Route15	1	15	-1
388	Stop92_Route15	1	15	-1
389	Stop65_Route15	1	15	-1
390	Stop56_Route15	1	15	-1
391	Stop72_Route15	1	15	-1
392	Stop91_Route16	1	16	-1
393	Stop55_Route16	1	16	-1
394	Stop82_Route16	1	16	-1
395	Stop57_Route16	1	16	-1
396	Stop72_Route16	1	16	-1
397	Stop73_Route16	1	16	-1
398	Stop74_Route16	1	16	-1
399	Stop58_Route16	1	16	-1
400	Stop61_Route16	1	16	-1
401	Stop93_Route16	1	16	-1
402	Stop39_Route16	1	16	-1
403	Stop45_Route16	1	16	-1
404	Stop63_Route16	1	16	-1
405	Stop12_Route16	1	16	-1
406	Stop51_Route16	1	16	-1
407	Stop47_Route16	1	16	-1
408	Stop111_Route16	1	16	-1
409	Stop92_Route16	1	16	-1
410	Stop65_Route16	1	16	-1
411	Stop56_Route16	1	16	-1
412	Stop73_Route17	1	17	-1
413	Stop74_Route17	1	17	-1
414	Stop58_Route17	1	17	-1
415	Stop61_Route17	1	17	-1
416	Stop93_Route17	1	17	-1
417	Stop39_Route17	1	17	-1
418	Stop45_Route17	1	17	-1
419	Stop63_Route17	1	17	-1
420	Stop12_Route17	1	17	-1
421	Stop97_Route17	1	17	-1
422	Stop4_Route17	1	17	-1
423	Stop67_Route17	1	17	-1
424	Stop20_Route17	1	17	-1
425	Stop94_Route17	1	17	-1
426	Stop112_Route17	1	17	-1
427	Stop92_Route17	1	17	-1
428	Stop65_Route17	1	17	-1
429	Stop56_Route17	1	17	-1
430	Stop72_Route17	1	17	-1
431	Stop73_Route18	1	18	-1
432	Stop86_Route18	1	18	-1
433	Stop5_Route18	1	18	-1
434	Stop113_Route18	1	18	-1
435	Stop72_Route18	1	18	-1
436	Stop73_Route19	1	19	-1
437	Stop46_Route19	1	19	-1
438	Stop30_Route19	1	19	-1
439	Stop43_Route19	1	19	-1
440	Stop114_Route19	1	19	-1
441	Stop72_Route19	1	19	-1
442	Stop73_Route20	1	20	-1
443	Stop46_Route20	1	20	-1
444	Stop30_Route20	1	20	-1
445	Stop43_Route20	1	20	-1
446	Stop115_Route20	1	20	-1
447	Stop72_Route20	1	20	-1
448	Stop116_Route21	1	21	-1
449	Stop5_Route21	1	21	-1
450	Stop86_Route21	1	21	-1
451	Stop72_Route21	1	21	-1
452	Stop73_Route21	1	21	-1
453	Stop46_Route21	1	21	-1
454	Stop24_Route21	1	21	-1
455	Stop62_Route21	1	21	-1
456	Stop35_Route21	1	21	-1
457	Stop71_Route21	1	21	-1
458	Stop117_Route21	1	21	-1
459	Stop117_Route22	1	22	-1
460	Stop71_Route22	1	22	-1
461	Stop35_Route22	1	22	-1
462	Stop62_Route22	1	22	-1
463	Stop24_Route22	1	22	-1
464	Stop46_Route22	1	22	-1
465	Stop72_Route22	1	22	-1
466	Stop73_Route22	1	22	-1
467	Stop86_Route22	1	22	-1
468	Stop5_Route22	1	22	-1
469	Stop118_Route22	1	22	-1
470	Stop73_Route23	1	23	-1
471	Stop46_Route23	1	23	-1
472	Stop30_Route23	1	23	-1
473	Stop43_Route23	1	23	-1
474	Stop119_Route23	1	23	-1
475	Stop72_Route23	1	23	-1
476	0_0	2	-1	518
477	1_1	2	-1	996
478	2_2	2	-1	1145
479	3_3	2	-1	1804
480	4_4	2	-1	1206
481	5_5	2	-1	782
482	6_6	2	-1	863
483	7_7	2	-1	672
484	8_8	2	-1	1901
485	9_9	2	-1	1654
486	10_10	2	-1	2281
487	11_11	2	-1	1418
488	12_12	2	-1	1816
489	13_13	2	-1	1025
490	14_14	2	-1	862
491	15_15	2	-1	895
492	16_16	2	-1	537
493	17_17	2	-1	720
494	18_18	2	-1	2716
495	19_19	2	-1	1285
496	20_20	2	-1	1108
497	21_21	2	-1	2521
498	22_22	2	-1	495
499	23_23	2	-1	546
500	24_24	2	-1	2526
501	25_25	2	-1	1501
502	26_26	2	-1	1125
503	27_27	2	-1	1160
504	28_28	2	-1	696
505	29_29	2	-1	291
506	30_30	2	-1	2955
507	31_31	2	-1	846
508	32_32	2	-1	1246
509	33_33	2	-1	944
510	34_34	2	-1	1146
511	35_35	2	-1	870
512	36_36	2	-1	1167
513	37_37	2	-1	2277
514	38_38	2	-1	340
515	39_39	2	-1	1681
516	40_40	2	-1	2039
517	41_41	2	-1	586
518	42_42	2	-1	1633
519	43_43	2	-1	2201
520	44_44	2	-1	846
521	45_45	2	-1	1407
522	46_46	2	-1	520
523	47_47	2	-1	1484
524	48_48	2	-1	1037
525	49_49	2	-1	536
526	50_50	2	-1	2220
527	51_51	2	-1	1160
528	52_52	2	-1	3035
529	53_53	2	-1	2317
530	54_54	2	-1	496
531	55_55	2	-1	1096
532	56_56	2	-1	1113
533	57_57	2	-1	383
534	58_58	2	-1	1531
535	59_59	2	-1	1463
536	60_60	2	-1	1041
537	61_61	2	-1	1470
538	62_62	2	-1	1670
539	63_63	2	-1	1765
540	64_64	2	-1	376
541	65_65	2	-1	1424
542	66_66	2	-1	1510
543	67_67	2	-1	1100
544	68_68	2	-1	1633
545	69_69	2	-1	1356
546	70_70	2	-1	994
547	71_71	2	-1	2052
548	72_72	2	-1	658
549	73_73	2	-1	514
550	74_74	2	-1	732
551	75_75	2	-1	683
552	76_76	2	-1	2546
553	77_77	2	-1	483
554	78_78	2	-1	225
555	79_79	2	-1	821
556	80_80	2	-1	220
557	81_81	2	-1	795
558	82_82	2	-1	257
559	83_83	2	-1	1998
560	84_84	2	-1	726
561	85_85	2	-1	1542
562	86_86	2	-1	345
563	87_87	2	-1	413
564	88_88	2	-1	1583
565	89_89	2	-1	578
566	90_90	2	-1	2240
567	91_91	2	-1	129
568	92_92	2	-1	1969
569	93_93	2	-1	2971
570	94_94	2	-1	1338
571	95_95	2	-1	2625
572	96_96	2	-1	2073
573	97_97	2	-1	836
574	98_98	2	-1	3257
575	99_99	2	-1	884
576	100_100	2	-1	2637
577	101_101	2	-1	0
578	102_102	2	-1	0
579	103_103	2	-1	0
580	104_104	2	-1	0
581	105_105	2	-1	0
582	106_106	2	-1	0
583	107_107	2	-1	0
584	108_108	2	-1	0
585	109_109	2	-1	0
586	110_110	2	-1	0
587	111_111	2	-1	0
588	112_112	2	-1	0
589	113_113	2	-1	0
590	114_114	2	-1	0
591	115_115	2	-1	0
592	116_116	2	-1	0
593	117_117	2	-1	0
594	118_118	2	-1	0
595	119_119	2	-1	0
596	120_120	2	-1	0
597	Wiersma-van der Hulst Huisartsen	3	-1	2
598	Huisartspraktijk Vreehof – Backes & Dekker	3	-1	2
599	Huisartsenpraktijk Cazander	3	-1	2
600	Huisartsenpraktijk op 11	3	-1	3
601	Huisartspraktijk Bevrijdingsplein	3	-1	2
602	Huisartsencentrum Leiden, Huisartsenpraktijk R.A. van Randeraat	3	-1	1
603	Jonkers en Otten, huisartsenzorg	3	-1	2
604	Huisartsenpraktijk W.E. Schrader	3	-1	1
605	Zuiderpraktijk	3	-1	3
606	Huisartsenpraktijk Minken	3	-1	4
607	Huisartsenpraktijk Roomburgh	3	-1	4
608	De Singel Huisartsen, Praktijk Sanders	3	-1	2
609	Huisartsencentrum Leiden, Huisartsenpraktijk Bloem en Van Berkel	3	-1	2
610	Huisartsenpraktijk Zwaan	3	-1	1
611	Huisartsenpraktijk Meskers	3	-1	2
612	Huisartsencentrum Leiden, Huisartsenpraktijk Boels	3	-1	1
613	Huisartsenpraktijk Stevenshof	3	-1	4
614	Huisartsenpraktijk Pluimgras	3	-1	2
615	Huisartsenpraktijk Piest	3	-1	2
616	Huisartspraktijk A.M. van den Braken	3	-1	3
617	Huisartsenpraktijk Boender	3	-1	1
618	Gezondheidscentrum Vondellaan, Huisartsenpraktijk De Vondel	3	-1	2
619	Huisartsen Centrum Roodenburg	3	-1	3
620	Huisartsen De Laat de Kanterstraat	3	-1	3
621	Huisartsenpraktijk Vernhout	3	-1	2
622	Huisartsenpraktijk 't Joppe	3	-1	4
623	Huisartsenpraktijk Wendel en van Heezik	3	-1	2
624	Huisartspraktijk A. Goslinga	3	-1	1
625	Huisartsenpraktijk Zuidwest	3	-1	2
626	Praktijk Boshuizen	3	-1	2
627	Gezondheidscentrum Merenwijk, Huisartsen	3	-1	6
628	De Singel Huisartsen, Praktijk Weijenborg	3	-1	2
629	Huisartsenpraktijk Prinsenstraat	3	-1	2
630	Huisartsencentrum Leiden, Huisartsenpraktijk Siegman	3	-1	3
631	Huisartsenpraktijk Hortus	3	-1	4
632	Huisartsenpraktijk Vrijheidslaan	3	-1	3
633	Huisartspraktijk J. Lindenhovius	3	-1	2
