from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
2861893,2861894,,,284598985,260626441,0,
2861893,2861894,,,260623839,260620527,0,
2861893,2861894,,,285269554,260626624,0,
2861893,2861894,,,275164964,277450442,0,
2861893,2861894,,,275154643,277450267,0,
2861893,2861894,,,275154643,275173195,0,
2861893,2861894,,,285271195,277450323,0,
2861893,2861894,,,283465450,260626553,0,
2861893,2861894,,,275164722,271418010,0,
2861893,2861894,,,260623839,277428379,0,
2861893,2861894,,,284599513,260626500,0,
2861893,2861894,,,283465450,260626551,0,
2861893,2861894,,,275164743,260626500,0,
2861893,2861894,,,275168544,260626474,0,
2861893,2861894,,,275164785,260626517,0,
2861893,2861894,,,283465450,268820159,0,
2861893,2861894,,,275154509,260626453,0,
2861893,2861894,,,283881264,277450468,0,
2861893,2861894,,,285270577,260626500,0,
2861893,2861894,,,260623841,277428379,0,
2861893,2861894,,,275154509,277450129,0,
2861893,2861894,,,284597444,277450094,0,
2861893,2861894,,,285267449,285268102,0,
2861893,2861894,,,275164591,271417865,0,
2861893,2861894,,,275154509,277450131,0,
2861893,2861894,,,275168569,260626494,0,
2861893,2861894,,,275168569,271418010,0,
2861893,2861894,,,275164591,285270528,0,
2861893,2861894,,,285267448,285270274,0,
2861893,2861894,,,283882126,283884449,0,
2861893,2861894,,,283882126,260626460,0,
2861893,2861894,,,275168595,271418051,0,
2861893,2861894,,,284597607,277450353,0,
2861893,2861894,,,284598192,260626534,0,
2861893,2861894,,,275168508,260626441,0,
2861893,2861894,,,276317392,260626462,0,
2861893,2861894,,,275168508,285267895,0,
2861893,2861894,,,275168508,277450094,0,
2861893,2861894,,,285271153,260626522,0,
2861893,2861894,,,276317490,260626500,0,
2861893,2861894,,,285269848,260626480,0,
2861893,2861894,,,285269850,277450129,0,
2861893,2861894,,,275164964,277450435,0,
2861893,2861894,,,277442718,271418010,0,
2861893,2861894,,,285269850,260626453,0,
2861893,2861894,,,283884832,283884296,0,
2861893,2861894,,,284598559,260626624,0,
2861893,2861894,,,283882721,283882062,0,
2861893,2861894,,,281487343,275173044,0,
2861893,2861894,,,284595785,260626474,0,
2861893,2861894,,,285269173,275172995,0,
2861893,2861894,,,276317392,260626460,0,
2861893,2861894,,,260620460,277450323,0,
2861893,2861894,,,281487006,260626416,0,
2861893,2861894,,,284597104,275173195,0,
2861893,2861894,,,283848268,260626522,0,
2861893,2861894,,,281487085,260626500,0,
2861893,2861894,,,285271362,260626487,0,
2861893,2861894,,,276303652,277450323,0,
2861893,2861894,,,278777560,260626408,0,
2861893,2861894,,,275164520,260626407,0,
2861893,2861894,,,284599256,260626522,0,
2861893,2861894,,,285270073,260626403,0,
2861893,2861894,,,284597960,277450323,0,
2861893,2861894,,,268814617,277450526,0,
2861893,2861894,,,283882231,283881105,0,
2861893,2861894,,,275164520,260626408,0,
2861893,2861894,,,280072482,277450442,0,
2861893,2861894,,,284597243,260626416,0,
2861893,2861894,,,284599490,277428379,0,
2861893,2861894,,,278787105,275173195,0,
2861893,2861894,,,276317900,260626624,0,
2861893,2861894,,,276317854,277450494,0,
2861893,2861894,,,283883556,260626522,0,
2861893,2861894,,,285268586,260626480,0,
2861893,2861894,,,278787884,277450353,0,
2861893,2861894,,,283847071,260626500,0,
2861893,2861894,,,284596111,260626554,0,
2861893,2861894,,,260625404,283881151,0,
2861893,2861894,,,283847071,284595759,0,
2861893,2861894,,,260625404,275172997,0,
2861893,2861894,,,277442584,260626441,0,
2861893,2861894,,,285270061,260626522,0,
2861893,2861894,,,283883556,283882005,0,
2861893,2861894,,,283855980,260626417,0,
2861893,2861894,,,260623825,277450527,0,
2861893,2861894,,,283855980,260626419,0,
2861893,2861894,,,260623825,260626624,0,
2861893,2861894,,,260623825,260626619,0,
2861893,2861894,,,285241593,260626517,0,
2861893,2861894,,,275154506,260626453,0,
2861893,2861894,,,275154506,277450129,0,
2861893,2861894,,,275164666,260626467,0,
2861893,2861894,,,284600098,275173195,0,
2861893,2861894,,,285268874,260626441,0,
2861893,2861894,,,283882803,260626406,0,
2861893,2861894,,,260625503,283881333,0,
2861893,2861894,,,275168515,275173044,0,
2861893,2861894,,,275168515,260626447,0,
2861893,2861894,,,260625116,277450353,0,
2861893,2861894,,,260625503,275173195,0,
2861893,2861894,,,283882015,260626554,0,
2861893,2861894,,,284595703,260626512,0,
2861893,2861894,,,283882015,283881307,0,
2861893,2861894,,,284599035,260626462,0,
2861893,2861894,,,281489535,260626545,0,
2861893,2861894,,,260625503,277450267,0,
2861893,2861894,,,262942306,268819846,0,
2861893,2861894,,,284599097,260626593,0,
2861893,2861894,,,285267402,260626480,0,
2861893,2861894,,,275164657,260626462,0,
2861893,2861894,,,275164714,260626487,0,
2861893,2861894,,,275164714,260626488,0,
2861893,2861894,,,276317326,271417865,0,
2861893,2861894,,,284596820,260626551,0,
2861893,2861894,,,278787311,275172995,0,
2861893,2861894,,,284599097,260626591,0,
2861893,2861894,,,283881121,283881397,0,
2861893,2861894,,,285270862,260626566,0,
2861893,2861894,,,260623825,277450526,0,
2861893,2861894,,,275168600,260626517,0,
2861893,2861894,,,275164776,271418051,0,
2861893,2861894,,,284597426,260626441,0,
2861893,2861894,,,285269935,277450353,0,
2861893,2861894,,,284597940,284599651,0,
2861893,2861894,,,278788949,277450367,0,
2861893,2861894,,,284598235,277450402,0,
2861893,2861894,,,278788949,260626542,0,
2861893,2861894,,,278789886,260626480,0,
2861893,2861894,,,278789886,260626482,0,
2861893,2861894,,,285268151,260626403,0,
2861893,2861894,,,284598083,277450442,0,
2861893,2861894,,,275165078,277450494,0,
2861893,2861894,,,285266932,277428379,0,
2861893,2861894,,,283882970,277450494,0,
2861893,2861894,,,283884243,277450094,0,
2861893,2861894,,,275164906,260626558,0,
2861893,2861894,,,284597957,268820159,0,
2861893,2861894,,,275168462,260626408,0,
2861893,2861894,,,283883791,277450323,0,
2861893,2861894,,,275164906,277450402,0,
2861893,2861894,,,283884827,283881904,0,
2861893,2861894,,,278787094,277450323,0,
2861893,2861894,,,285270501,275172995,0,
2861893,2861894,,,283882407,283884558,0,
2861893,2861894,,,285270840,277450323,0,
2861893,2861894,,,275168462,260626409,0,
2861893,2861894,,,275154637,275173195,0,
2861893,2861894,,,284596127,277428379,0,
2861893,2861894,,,275164687,260626474,0,
2861893,2861894,,,275154509,285266910,0,
2861893,2861894,,,285270473,260626480,0,
2861893,2861894,,,284596350,260626558,0,
2861893,2861894,,,278773276,260626403,0,
2861893,2861894,,,283464052,280073413,0,
2861893,2861894,,,283464052,260626419,0,
2861893,2861894,,,283882970,283883245,0,
2861893,2861894,,,275165012,277450468,0,
2861893,2861894,,,275165012,260626593,0,
2861893,2861894,,,275165012,260626591,0,
2861893,2861894,,,283884930,283881240,0,
2861893,2861894,,,283883362,275173044,0,
2861893,2861894,,,284597122,277450323,0,
2861893,2861894,,,284598776,271418051,0,
2861893,2861894,,,260623840,285271260,0,
2861893,2861894,,,260623840,260620526,0,
2861893,2861894,,,283882901,260620526,0,
2861893,2861894,,,283882518,260626441,0,
2861893,2861894,,,284599021,277450442,0,
2861893,2861894,,,283882966,283884777,0,
2861893,2861894,,,283882743,260626482,0,
2861893,2861894,,,283882966,260626500,0,
2861893,2861894,,,283884360,260626416,0,
2861893,2861894,,,284598060,260626517,0,
2861893,2861894,,,281487006,285269383,0,
2861893,2861894,,,260625116,275173284,0,
2861893,2861894,,,285269234,260626553,0,
2861893,2861894,,,275168594,271418051,0,
2861893,2861894,,,275165078,284594911,0,
2861893,2861894,,,275165011,277450468,0,
2861893,2861894,,,283883737,283883875,0,
2861893,2861894,,,275165078,260626605,0,
2861893,2861894,,,285267411,260626480,0,
2861893,2861894,,,284597732,271418010,0,
2861893,2861894,,,276317269,260626411,0,
2861893,2861894,,,275168530,285269618,0,
2861893,2861894,,,280058598,283884535,0,
2861893,2861894,,,260625116,260626538,0,
2861893,2861894,,,284597864,274448093,0,
2861893,2861894,,,281489535,277450367,0,
2861893,2861894,,,285269268,260626522,0,
2861893,2861894,,,277442706,260626487,0,
2861893,2861894,,,285268995,277428379,0,
2861893,2861894,,,281489111,260626417,0,
2861893,2861894,,,284597661,260626517,0,
2861893,2861894,,,284598252,277450129,0,
2861893,2861894,,,283883527,260626453,0,
2861893,2861894,,,277448339,260626534,0,
2861893,2861894,,,276317665,277450402,0,
2861893,2861894,,,276317729,260626574,0,
2861893,2861894,,,281488599,260626522,0,
2861893,2861894,,,278786889,277450323,0,
2861893,2861894,,,275168503,271417865,0,
2861893,2861894,,,283882613,283883991,0,
2861893,2861894,,,283882846,283882716,0,
2861893,2861894,,,276317729,260626577,0,
2861893,2861894,,,278778344,260626566,0,
2861893,2861894,,,284597623,277450129,0,
2861893,2861894,,,275164933,260626566,0,
2861893,2861894,,,284599750,260626406,0,
2861893,2861894,,,284596148,260626460,0,
2861893,2861894,,,278788848,260626480,0,
2861893,2861894,,,278788848,260626482,0,
2861893,2861894,,,276317326,260626431,0,
2861893,2861894,,,285271264,277450323,0,
2861893,2861894,,,284597873,260626551,0,
2861893,2861894,,,278790481,260626403,0,
2861893,2861894,,,275154615,275172995,0,
2861893,2861894,,,281487851,277428379,0,
2861893,2861894,,,260623840,277428379,0,
2861893,2861894,,,260623840,260620527,0,
2861893,2861894,,,260623840,283461195,0,
2861893,2861894,,,283884975,260626574,0,
2861893,2861894,,,283882743,283881167,0,
2861893,2861894,,,283882977,283881334,0,
2861893,2861894,,,283882977,260626542,0,
2861893,2861894,,,275164906,260626560,0,
2861893,2861894,,,283882998,283884783,0,
2861893,2861894,,,285270432,275173195,0,
2861893,2861894,,,283884562,268820159,0,
2861893,2861894,,,284599045,260626467,0,
2861893,2861894,,,275164787,260626517,0,
2861893,2861894,,,283464501,274448093,0,
2861893,2861894,,,278787754,260626403,0,
2861893,2861894,,,276317525,260626512,0,
2861893,2861894,,,276317525,271418051,0,
2861893,2861894,,,285266911,260626467,0,
2861893,2861894,,,278782317,275173044,0,
2861893,2861894,,,284596499,260626467,0,
2861894,2861893,,,285271014,285267445,0,
2861894,2861893,,,285269202,285267103,0,
2861894,2861893,,,285268132,285270892,0,
2861894,2861893,,,285267196,285268475,0,
2862931,2862930,,,283881852,283883653,0,
2862931,2862930,,,274457655,260630873,0,
2862931,2862930,,,274457655,281488855,0,
2862931,2862930,,,283884023,283882747,0,
2862931,2862930,,,283881725,283881084,0,
2862931,2862930,,,260630939,260630932,0,
2862931,2862930,,,285269269,281488855,0,
2862931,2862930,,,283881670,283882514,0,
2862931,2862930,,,283883443,283883807,0,
2862931,2862930,,,283434572,260630924,0,
2862931,2862930,,,260630899,260630882,0,
2862931,2862930,,,260630899,284596892,0,
2862931,2862930,,,260630899,284596226,0,
2862931,2862930,,,275182930,260630878,0,
2862931,2862930,,,275182930,260630877,0,
2862931,2862930,,,283883110,283881606,0,
2862931,2862930,,,283881558,283883109,0,
2862931,2862930,,,283881304,283881642,0,
2862931,2862930,,,283883177,283883165,0,
2862931,2862930,,,283882615,283882159,0,
2862931,2862930,,,283881786,283881607,0,
2862931,2862930,,,283881557,283882225,0,
2862931,2862930,,,278788586,281489838,0,
2862931,2862930,,,260630902,260630894,0,
2862931,2862930,,,260630902,283439567,0,
2862931,2862930,,,260630897,284596892,0,
2862931,2862930,,,260630897,260630882,0,
2862931,2862930,,,285269841,281488855,0,
2862931,2862930,,,283883395,283883530,0,
2862931,2862930,,,285243411,260630878,0,
2862931,2862930,,,285243411,260630877,0,
2862931,2862930,,,283884463,283881495,0,
2862931,2862930,,,260630962,260630954,0,
2862931,2862930,,,283883968,283883653,0,
2862931,2862930,,,285266723,260630877,0,
2862931,2862930,,,283882282,283882889,0,
2862931,2862930,,,283882986,284594612,0,
2862931,2862930,,,283882986,283882210,0,
2862931,2862930,,,283882236,283882416,0,
2862931,2862930,,,283884927,283884334,0,
2862931,2862930,,,283884927,283882616,0,
2862931,2862930,,,283882211,283883555,0,
2862931,2862930,,,260630929,260630924,0,
2862931,2862930,,,283882078,283881510,0,
2862931,2862930,,,281484048,260630924,0,
2862931,2862930,,,283881898,283883766,0,
2862931,2862930,,,283882503,283884601,0,
2862931,2862930,,,283883904,281488855,0,
2862931,2862930,,,283883499,283881081,0,
2862931,2862930,,,260630887,260630877,0,
2862931,2862930,,,283883328,283881325,0,
2862931,2862930,,,260630950,260630944,0,
2862931,2862930,,,283441372,260630954,0,
2862931,2862930,,,280075385,260630944,0,
2862931,2862930,,,283883240,283883985,0,
2862931,2862930,,,283883240,283883998,0,
2862931,2862930,,,283884157,283884847,0,
2862931,2862930,,,283884283,283881206,0,
2862931,2862930,,,283882439,283884237,0,
2862931,2862930,,,283883678,283882120,0,
2862931,2862930,,,283884459,283881712,0,
2862931,2862930,,,285267234,281489838,0,
2862931,2862930,,,283883431,283883165,0,
2862931,2862930,,,283882532,283884966,0,
2862931,2862930,,,285267375,281488855,0,
2862931,2862930,,,283884116,283884066,0,
2862931,2862930,,,283882164,283883596,0,
2862931,2862930,,,260630890,260630878,0,
2862931,2862930,,,260630890,260630877,0,
2862931,2862930,,,283884759,283884842,0,
2862931,2862930,,,283884399,283883271,0,
2862932,2862933,,,260628812,283882311,0,
2862932,2862933,,,260628790,283882479,0,
2862932,2862933,,,280083378,277462485,0,
2862932,2862933,,,281489201,281487737,0,
2862932,2862933,,,281487434,283884682,0,
2862932,2862933,,,260628742,283881439,0,
2862932,2862933,,,260628774,283881269,0,
2862932,2862933,,,260628804,283881312,0,
2862932,2862933,,,260628820,283881211,0,
2862932,2862933,,,260628825,283881148,0,
2862932,2862933,,,260628786,283881347,0,
2862932,2862933,,,260628816,283881344,0,
2862932,2862933,,,260628799,283881955,0,
2862932,2862933,,,260628769,283881046,0,
2862932,2862933,,,271406761,283884357,0,
2862932,2862933,,,260628878,260632200,0,
2862932,2862933,,,260628755,283884578,0,
2862932,2862933,,,260628772,283881103,0,
2862932,2862933,,,281489399,283881545,0,
2862932,2862933,,,271406723,283883042,0,
2862932,2862933,,,260628878,260632202,0,
2862932,2862933,,,260628878,283884559,0,
2862932,2862933,,,281489572,283881522,0,
2862932,2862933,,,285269093,260632202,0,
2862932,2862933,,,284598831,277462485,0,
2862932,2862933,,,274454735,283881302,0,
2862932,2862933,,,260628878,284595880,0,
2862932,2862933,,,280086995,283883203,0,
2862932,2862933,,,260628759,283881276,0,
2862932,2862933,,,260628802,283881727,0,
2862932,2862933,,,260628777,283882060,0,
2862932,2862933,,,280082674,283884700,0,
2862932,2862933,,,260628782,283881965,0,
2862932,2862933,,,276305063,283882659,0,
2862932,2862933,,,281487418,283884394,0,
2862932,2862933,,,260628829,283881416,0,
2862932,2862933,,,281488792,283882742,0,
2862932,2862933,,,260628750,283884686,0,
2862932,2862933,,,260628807,283881600,0,
2862932,2862933,,,260628795,283882940,0,
2862932,2862933,,,260628765,283881133,0,
2862932,2862933,,,284594253,283882659,0,
2862932,2862933,,,280083378,283883897,0,
2862932,2862933,,,260628745,283883266,0,
2862932,2862933,,,281489452,283881302,0,
2862933,2862932,,,285267784,285269391,0,
2862933,2862932,,,285267093,285269524,0,
2862933,2862932,,,285269853,285267231,0,
2862933,2862932,,,274429951,260630215,0,
2862933,2862932,,,285268048,285268450,0,
2862933,2862932,,,285270411,260632151,0,
2862933,2862932,,,285267755,285268845,0,
2862933,2862932,,,285267207,285268478,0,
2862933,2862932,,,260632136,260632130,0,
2862933,2862932,,,285269337,285267721,0,
2862933,2862932,,,285267367,277460182,0,
2991998,2991998,,,277458247,275155921,0,
2991998,2991999,,,275155921,260624054,0,
2991998,2991999,,,283434486,260624054,0,
2991998,2991999,,,275155921,260624052,0,
2991998,2991999,,,275155921,260624053,0,
2991998,2992009,,,277458131,278788672,0,
2991998,2992009,,,277458119,275156101,3,
2991998,2992009,,,277458107,278787386,0,
2991998,2992009,,,277458119,260620988,3,
2991998,2992009,,,277458119,283440841,3,
2991998,2992009,,,277458247,275155918,0,
2991998,2992009,,,277458107,275156084,0,
2991998,2992009,,,277458155,275155965,0,
2991998,2992009,,,277458107,283882597,0,
2991998,2992009,,,277458227,282757660,0,
2991998,2992009,,,277458181,275155955,0,
2991998,2992009,,,277458181,275155957,0,
2991998,2992009,,,277458227,283438788,0,
2991998,2992009,,,277458227,275155932,0,
2991998,2992009,,,277458205,275155947,0,
2991998,2992009,,,277458227,275155930,0,
2991998,2992009,,,277458155,275155967,0,
2991998,2992009,,,277458205,275155945,0,
2991998,2992009,,,277458247,282759013,0,
2991998,2992009,,,277458131,275156074,0,
2991998,2992009,,,277458131,283883646,0,
2991999,2991998,,,260624053,275155921,0,
2991999,2991998,,,260624052,275155921,0,
2991999,2991998,,,260624054,275155921,0,
2991999,2991998,,,260624054,283434486,0,
2991999,2992006,,,260624099,285267640,0,
2991999,2992006,,,285270052,285271002,0,
2991999,2992006,,,285270873,285269184,0,
2991999,2992006,,,260624088,285268301,0,
2991999,2992006,,,277444021,285269881,0,
2991999,2992007,,,283460555,279482029,0,
2991999,2992008,,,285269833,285269253,0,
2991999,2992009,,,279488100,260620988,3,
2991999,2992009,,,260623909,275156101,3,
2991999,2992009,,,283882393,283440841,3,
2991999,2992009,,,281488102,275156101,3,
2991999,2992009,,,281488143,275156101,3,
2991999,2992009,,,279488100,260620989,3,
2991999,2992009,,,281488143,260620988,3,
2991999,2992009,,,281488102,275156102,3,
2991999,2992009,,,281488102,260620989,3,
2991999,2992009,,,260623909,283440841,3,
2991999,2992009,,,260623909,260620988,3,
2991999,2992009,,,279488100,275156102,3,
2992000,2992002,,,281488060,260631196,0,
2992000,2992002,,,281489863,260631216,0,
2992000,2992002,,,281489727,260631088,0,
2992000,2992002,,,283881564,260631124,0,
2992000,2992002,,,283884938,260631088,0,
2992000,2992002,,,283883491,283881891,0,
2992000,2992002,,,283884549,260631227,0,
2992000,2992002,,,281488060,285268759,0,
2992000,2992002,,,283881688,260631172,0,
2992000,2992002,,,281488787,260631227,0,
2992000,2992002,,,281488078,260631148,0,
2992000,2992002,,,281489276,260631136,0,
2992000,2992002,,,283882288,260631160,0,
2992000,2992002,,,281489855,260631160,0,
2992000,2992002,,,281489081,260631172,0,
2992000,2992002,,,281487568,260631112,0,
