route_id,service_id,trip_id,realtime_trip_id,trip_headsign,trip_short_name,trip_long_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
17562,1315,260620395,IFF:IC:2819,Utrecht Centraal,2819,Intercity,0,,1270054,0,1
17562,1500,260620440,IFF:IC:2887,Enschede,2887,Intercity,0,248965,1270054,0,1
17562,1634,260620646,IFF:IC:2880,Rotterdam Centraal,2880,Intercity,1,272618,1270053,0,1
17562,1677,260620674,IFF:IC:2877,Enschede,2877,Intercity,0,270286,1270054,0,1
17562,2958,260620699,IFF:IC:2883,Utrecht Centraal,2883,Intercity,0,,1270054,0,1
17562,1472,260620718,IFF:IC:2881,Enschede,2881,Intercity,0,265542,1270054,0,1
17562,2914,260620722,IFF:IC:2881,Enschede,2881,Intercity,0,277417,1270054,0,1
17562,3051,260620724,IFF:IC:2881,Utrecht Centraal,2881,Intercity,0,,1270054,0,1
17562,821,260620732,IFF:IC:2826,Rotterdam Centraal,2826,Intercity,1,,1270053,0,1
17562,1930,260620734,IFF:IC:2835,Enschede,2835,Intercity,0,258955,1270054,0,1
17562,825,260620735,IFF:IC:2835,Utrecht Centraal,2835,Intercity,0,,1270054,0,1
17562,961,260620744,IFF:IC:2878,Rotterdam Centraal,2878,Intercity,1,276872,1270053,0,1
17562,1678,260620746,IFF:IC:2878,Rotterdam Centraal,2878,Intercity,1,276888,1270053,0,1
17562,947,260620754,IFF:IC:2885,Enschede,2885,Intercity,0,259314,1270054,0,1
17562,2956,260620758,IFF:IC:2885,Utrecht Centraal,2885,Intercity,0,,1270054,0,1
17562,1534,260620760,IFF:IC:2885,Enschede,2885,Intercity,0,280935,1270054,0,1
17562,2726,260620762,IFF:IC:2825,Enschede,2825,Intercity,0,250360,1270054,0,1
17562,2490,260620764,IFF:IC:2825,Utrecht Centraal,2825,Intercity,0,,1270054,0,1
17562,727,260620765,IFF:IC:2825,Utrecht Centraal,2825,Intercity,0,,1270054,0,1
17562,1395,260620777,IFF:IC:2882,Rotterdam Centraal,2882,Intercity,1,278939,1270053,0,1
17562,821,260620779,IFF:IC:2830,Rotterdam Centraal,2830,Intercity,1,,1270053,0,1
17562,1679,260620785,IFF:IC:2876,Rotterdam Centraal,2876,Intercity,1,252637,1270053,0,1
17562,345,260620789,IFF:IC:2876,Rotterdam Centraal,2876,Intercity,1,278007,1270053,0,1
17562,821,260620801,IFF:IC:2828,Rotterdam Centraal,2828,Intercity,1,,1270053,0,1
