route_ID;name;bus_stop;traveltime to next stop
43;366 - Leiden Centraal;Station Leiden Centraal, Leiden (Aankomst);
;;;
44;366 - Leimuiden;Station Leiden Centraal, Leiden (Vertrek);1
44;366 - Leimuiden;Leiden CS Westzijde, Leiden;3
44;366 - Leimuiden;Groenoord, Leiden;2
44;366 - Leimuiden;Kooiplein, Leiden;2
;;;
46;400 - Zoetermeer;Bio Science Park-Oost, Leiden;1
46;400 - Zoetermeer;Verbeekstraat, Leiden;4
46;400 - Zoetermeer;Station Leiden Centraal, Leiden (Aankomst);2
46;400 - Zoetermeer;Station Leiden Centraal, Leiden (Vertrek);1
46;400 - Zoetermeer;Leiden CS Westzijde, Leiden;3
46;400 - Zoetermeer;Energiepark, Leiden;2
46;400 - Zoetermeer;Pelikaan, Leiden;3
46;400 - Zoetermeer;Hogewoerd, Leiden;3
46;400 - Zoetermeer;Station Lammenschans, Leiden;
;;;
45;400 - ESA Estec;Station Lammenschans, Leiden;3
45;400 - ESA Estec;Hogewoerd, Leiden;2
45;400 - ESA Estec;Pelikaan, Leiden;2
45;400 - ESA Estec;Energiepark, Leiden;2
45;400 - ESA Estec;Leiden CS Westzijde, Leiden;2
45;400 - ESA Estec;Station Leiden Centraal, Leiden (Aankomst);2
45;400 - ESA Estec;Station Leiden Centraal, Leiden (Vertrek);3
45;400 - ESA Estec;Verbeekstraat, Leiden;1
45;400 - ESA Estec;Bio Science Park-Oost, Leiden;
;;;
47;401 - Boulevard Zuid;Station Lammenschans, Leiden;3
47;401 - Boulevard Zuid;Hogewoerd, Leiden;2
47;401 - Boulevard Zuid;Pelikaan, Leiden;2
47;401 - Boulevard Zuid;Energiepark, Leiden;2
47;401 - Boulevard Zuid;Leiden CS Westzijde, Leiden;2
47;401 - Boulevard Zuid;Station Leiden Centraal, Leiden (Aankomst);2
47;401 - Boulevard Zuid;Station Leiden Centraal, Leiden (Vertrek);3
47;401 - Boulevard Zuid;Verbeekstraat, Leiden;1
;401 - Boulevard Zuid;Bio Science Park-Oost, Leiden;
;;;
48;401 - Zoetermeer;Bio Science Park-Oost, Leiden;1
48;401 - Zoetermeer;Verbeekstraat, Leiden;4
48;401 - Zoetermeer;Station Leiden Centraal, Leiden (Aankomst);2
48;401 - Zoetermeer;Station Leiden Centraal, Leiden (Vertrek);1
48;401 - Zoetermeer;Leiden CS Westzijde, Leiden;3
48;401 - Zoetermeer;Energiepark, Leiden;2
48;401 - Zoetermeer;Pelikaan, Leiden;3
48;401 - Zoetermeer;Hogewoerd, Leiden;3
48;401 - Zoetermeer;Station Lammenschans, Leiden;
;;;
49;410 - Leiden Centraal;Kooiplein, Leiden;2
49;410 - Leiden Centraal;Groenoord, Leiden;4
49;410 - Leiden Centraal;Leiden CS Westzijde, Leiden;1
49;410 - Leiden Centraal;Station Leiden Centraal, Leiden (Aankomst);
;;;
50;410 - Ziekenhuis;Station Leiden Centraal, Leiden (Vertrek);1
50;410 - Ziekenhuis;Leiden CS Westzijde, Leiden;3
50;410 - Ziekenhuis;Groenoord, Leiden;2
50;410 - Ziekenhuis;Kooiplein, Leiden;3
