Solution	Feasible	UC_Riding	UC_Walking	UC_Waiting	Con_Time	Objective	Obj_Time
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_10_4_3_7_8_2	1	1090574.041607062797993	30118.463305557772401	2458157.557512915693223	0.980000000000000	-192963.911886511865305	0.071000000000000
5_5_7_2_4_3_4_2_3_2_1_3_5_6_4_5_3_5_5_4_3_5_8_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-229887.423924768198049	0.092000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_10_4_3_7_7_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-192869.561001349880826	0.167000000000000
5_5_6_2_3_3_5_2_2_2_1_3_5_6_4_5_3_5_5_4_3_7_8_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-222172.464131276297849	0.133000000000000
5_5_7_2_3_3_4_2_2_2_1_3_5_7_4_5_3_5_5_4_3_6_8_1	1	1093167.709885532967746	13188.389920602232451	2197114.258623697329313	1.504000000000000	-229310.832007617340423	0.095000000000000
5_5_8_3_3_3_4_3_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-243877.316180737921968	0.125000000000000
6_5_7_5_3_3_4_2_2_3_2_3_5_7_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-242476.618063211237313	0.184000000000000
5_5_7_3_3_3_4_2_2_2_1_3_5_6_4_5_3_5_5_4_3_6_8_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-228836.223642519908026	0.099000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_5_5_3_4_9_4_3_7_8_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-201170.346860942110652	0.073000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_10_4_3_7_8_1	0	1091049.225069306092337	30107.045589890905831	2496489.236740018241107	1.396000000000000	-193749.002809215104207	0.084000000000000
5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1	1	1090939.158754484262317	14284.281484277111304	2134881.983024250715971	1.179000000000000	-242845.022632153355516	0.104000000000000
5_6_7_4_4_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-240871.707000648282701	0.097000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_9_4_3_7_8_2	1	1090660.839984771562740	30107.045589890905831	2462333.566262451931834	1.452000000000000	-192963.911886511865305	0.069000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_4_9_4_3_7_8_2	1	1092303.833958167349920	23113.417367177135020	2409773.419612343423069	1.309000000000000	-200594.345698736578925	0.084000000000000
5_6_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_4_9_4_3_7_8_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-201017.553525100258412	0.087000000000000
5_5_4_2_3_3_4_2_2_2_1_4_5_5_4_5_3_3_9_4_3_7_8_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-192963.911886511865305	0.082000000000000
5_5_7_3_3_3_4_2_3_2_1_3_5_7_4_6_3_5_5_4_3_4_7_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-235333.111979462497402	0.091000000000000
6_5_7_6_3_3_4_2_2_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-240256.298206445790129	0.089000000000000
5_5_4_2_3_3_4_2_2_2_2_3_5_5_4_5_3_3_9_4_3_7_8_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-193330.444137042708462	0.091000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_10_4_3_6_8_2	1	1090169.450777955120429	30030.594792273259372	2473909.154161833226681	1.910000000000000	-192963.911886511865305	0.087000000000000
5_5_7_2_3_3_4_3_3_2_1_3_5_7_4_5_3_5_5_4_3_4_8_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-232135.433909661136568	0.092000000000000
5_5_4_2_3_3_4_2_2_2_1_4_5_5_4_5_3_4_9_4_3_7_8_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-201383.975564361986471	0.124000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_9_4_4_7_8_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-192963.911886511865305	0.093000000000000
5_5_4_2_3_3_4_2_2_2_2_3_5_5_4_5_3_4_9_4_3_7_8_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-202451.974013707600534	0.070000000000000
5_6_8_3_3_3_4_2_2_2_3_4_5_7_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-243127.785874637338566	0.176000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_6_3_3_9_4_3_7_8_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-191970.825700728048105	0.094000000000000
6_5_6_4_3_3_4_3_4_2_1_3_5_7_4_5_3_6_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-243017.065402498323238	0.083000000000000
6_5_7_3_4_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-243857.245004561089445	0.106000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_9_4_3_7_9_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-193133.787727661547251	0.074000000000000
5_6_7_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1	1	1091118.011268764501438	14244.896529830497457	2193760.817575742490590	1.048000000000000	-238699.314226580550894	0.089000000000000
5_5_6_5_3_3_4_2_3_2_1_3_5_7_4_5_3_6_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-239444.273923979111714	0.091000000000000
6_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_9_4_3_7_8_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-194361.180395348463207	0.097000000000000
5_5_7_2_3_3_4_2_2_2_1_3_5_6_4_5_3_5_5_4_3_5_8_1	1	1093216.272038931725547	13336.713306943765929	2245953.350584916304797	1.493000000000000	-227092.416197610204108	0.090000000000000
5_6_7_6_3_3_4_2_2_2_2_3_5_7_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-239882.480514991155360	0.091000000000000
5_5_7_6_3_3_4_2_2_2_2_3_5_7_4_5_3_5_5_4_4_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-240202.126524687773781	0.157000000000000
7_5_7_3_3_3_4_2_3_2_1_3_5_7_4_5_3_5_5_4_3_4_6_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-239951.469724290247541	0.094000000000000
5_6_6_6_3_3_4_2_3_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-239590.844501616753405	0.091000000000000
5_6_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_9_4_3_7_8_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-192664.153850009490270	0.092000000000000
5_5_6_4_3_3_4_2_4_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-238595.854031705501257	0.070000000000000
6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_5_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-243601.874919696128927	0.119000000000000
5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_4_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-241962.866250588267576	0.091000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_8_4_3_7_8_2	1	1090621.451392122078687	30047.000074595307524	2467498.478924219962209	1.484000000000000	-192963.911886511865305	0.084000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_5_5_3_3_9_4_3_7_8_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-192547.948436297359876	0.102000000000000
5_5_6_6_3_3_4_2_3_2_1_3_5_8_4_5_3_5_5_4_3_5_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-239209.831824913417222	0.076000000000000
5_5_5_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_9_4_3_7_8_2	1	1089959.851788663072512	25305.764885184187733	2383677.193163558375090	1.830000000000000	-199521.898184104677057	0.091000000000000
5_5_6_5_3_3_4_3_4_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-240263.260591006750474	0.068000000000000
6_6_7_3_3_3_4_2_3_2_1_3_5_7_4_5_3_5_5_4_3_4_6_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-239405.184164570993744	0.095000000000000
6_5_6_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1	1	1094930.356978056486696	14298.779495283266442	2257667.189198277890682	1.307000000000000	-239321.788552836980671	0.117000000000000
5_5_7_6_3_3_4_3_2_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-237397.217552547052037	0.092000000000000
5_5_6_2_3_3_4_2_2_2_1_3_5_5_4_5_3_4_7_4_3_7_9_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-213453.475249133363832	0.091000000000000
6_5_7_4_3_3_4_2_3_2_1_3_5_7_4_5_3_6_5_5_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-245104.293001892365282	0.113000000000000
5_5_7_6_3_3_4_2_2_2_2_3_5_7_5_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-239596.701938985439483	0.092000000000000
5_5_7_6_3_3_5_2_2_2_2_3_5_7_4_5_3_5_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-239538.331400118710008	0.175000000000000
5_5_4_2_3_3_4_2_3_2_1_3_5_5_4_5_3_3_9_4_3_7_8_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-193300.816352034569718	0.097000000000000
7_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1	1	1098789.181480532977730	14181.823910589588195	2185434.076975892297924	1.911000000000000	-245627.659986189217307	0.110000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_9_4_3_6_8_2	1	1090348.073491579154506	29982.752775854081847	2477653.484728318639100	1.470000000000000	-192963.911886511865305	0.068000000000000
5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-245042.501963329297723	0.100000000000000
5_5_4_2_3_3_4_2_2_2_1_3_5_5_4_5_3_3_9_5_3_7_8_2	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-192963.911886511865305	0.099000000000000
5_5_7_2_3_3_4_2_3_2_1_3_5_6_4_5_3_5_6_4_3_5_8_1	-1	-1.000000000000000	-1.000000000000000	-1.000000000000000	-1.000000000000000	-229919.374935876170639	0.092000000000000
