Iteration	Obj_Current	Obj_Best	New_Best	Case	SA_Prob	Jump	Nonimp_In	Nonimp_Out	Tenure	Temperature	ADD	DROP	Obj_Lookups	Con_Lookups	Obj_Evals	Con_Evals	ADD_First	DROP_First	ADD_Second	DROP_Second	SWAPs	Total_Time	Solution
97	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999651	0	0	1	6.899999999999999	9075119613694454.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.005000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
98	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9066044494080760.000000000000000	1	-1	32	7	0	0	21	3	2	2	3	0.013000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
99	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999647	0	0	1	6.899999999999999	9056978449586680.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
100	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9047921471137094.000000000000000	13	-1	33	7	0	0	21	4	2	2	3	0.010000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
101	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999609	0	0	1	6.899999999999999	9038873549665956.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.003000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
102	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9029834676116290.000000000000000	3	-1	33	7	0	0	21	4	2	2	3	0.010000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
103	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999783	0	0	1	6.899999999999999	9020804841440174.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.003000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
104	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9011784036598734.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
105	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999967	0	0	1	6.899999999999999	9002772252562135.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.005000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
106	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8993769480309573.000000000000000	17	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
107	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999857	0	0	1	6.899999999999999	8984775710829263.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.005000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
108	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8975790935118434.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.013000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
109	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999662	0	0	1	6.899999999999999	8966815144183316.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.008000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
110	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8957848329039133.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.017000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
111	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999646	0	0	1	6.899999999999999	8948890480710094.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.007000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
112	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8939941590229384.000000000000000	1	-1	32	7	0	0	21	3	2	2	3	0.019000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
113	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999642	0	0	1	6.899999999999999	8931001648639155.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.008000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
114	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8922070646990516.000000000000000	13	-1	33	7	0	0	21	4	2	2	3	0.020000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
115	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999604	0	0	1	6.899999999999999	8913148576343525.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.007000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
116	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8904235427767181.000000000000000	3	-1	33	7	0	0	21	4	2	2	3	0.019000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
117	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999780	0	0	1	6.899999999999999	8895331192339414.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.008000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
118	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8886435861147075.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.018000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
119	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999967	0	0	1	6.899999999999999	8877549425285928.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.008000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
120	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8868671875860642.000000000000000	17	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
121	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999855	0	0	1	6.899999999999999	8859803203984781.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.005000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
122	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8850943400780796.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.013000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
123	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999657	0	0	1	6.899999999999999	8842092457380015.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.005000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
124	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8833250364922635.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.013000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
125	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999641	0	0	1	6.899999999999999	8824417114557712.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.005000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
126	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8815592697443154.000000000000000	1	-1	32	7	0	0	21	3	2	2	3	0.012000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
127	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999637	0	0	1	6.899999999999999	8806777104745711.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.005000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
128	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8797970327640965.000000000000000	13	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
129	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999598	0	0	1	6.899999999999999	8789172357313324.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.006000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
130	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8780383184956011.000000000000000	3	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
131	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999777	0	0	1	6.899999999999999	8771602801771055.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.006000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
132	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8762831198969284.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
133	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999966	0	0	1	6.899999999999999	8754068367770315.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.006000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
134	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8745314299402545.000000000000000	17	-1	33	7	0	0	21	4	2	2	3	0.014000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
135	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999853	0	0	1	6.899999999999999	8736568985103142.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.006000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
136	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8727832416118039.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.016000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
137	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999652	0	0	1	6.899999999999999	8719104583701921.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.007000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
138	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8710385479118219.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.011000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
139	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999636	0	0	1	6.899999999999999	8701675093639101.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.026000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
140	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8692973418545462.000000000000000	1	-1	32	7	0	0	21	3	2	2	3	0.008000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
141	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999632	0	0	1	6.899999999999999	8684280445126917.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.003000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
142	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8675596164681790.000000000000000	13	-1	33	7	0	0	21	4	2	2	3	0.010000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
143	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999592	0	0	1	6.899999999999999	8666920568517108.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.005000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
144	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8658253647948591.000000000000000	3	-1	33	7	0	0	21	4	2	2	3	0.014000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
145	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999774	0	0	1	6.899999999999999	8649595394300642.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.005000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
146	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8640945798906341.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
147	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999966	0	0	1	6.899999999999999	8632304853107435.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.006000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
148	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8623672548254328.000000000000000	17	-1	33	7	0	0	21	4	2	2	3	0.012000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
149	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999851	0	0	1	6.899999999999999	8615048875706074.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.006000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
150	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8606433826830368.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.016000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
151	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999647	0	0	1	6.899999999999999	8597827393003538.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.006000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
152	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8589229565610534.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.014000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
153	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999630	0	0	1	6.899999999999999	8580640336044923.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.006000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
154	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8572059695708878.000000000000000	1	-1	32	7	0	0	21	3	2	2	3	0.011000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
155	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999627	0	0	1	6.899999999999999	8563487636013169.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
156	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8554924148377156.000000000000000	13	-1	33	7	0	0	21	4	2	2	3	0.012000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
157	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999587	0	0	1	6.899999999999999	8546369224228779.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.003000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
158	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8537822855004550.000000000000000	3	-1	33	7	0	0	21	4	2	2	3	0.011000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
159	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999770	0	0	1	6.899999999999999	8529285032149545.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.005000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
160	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8520755747117395.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
161	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999965	0	0	1	6.899999999999999	8512234991370278.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.006000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
162	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8503722756378908.000000000000000	17	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
163	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999849	0	0	1	6.899999999999999	8495219033622529.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.005000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
164	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8486723814588906.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.011000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
165	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999642	0	0	1	6.899999999999999	8478237090774317.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.003000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
166	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8469758853683543.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.009000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
167	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999625	0	0	1	6.899999999999999	8461289094829859.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.004000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
168	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8452827805735029.000000000000000	1	-1	32	7	0	0	21	3	2	2	3	0.010000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
169	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999622	0	0	1	6.899999999999999	8444374977929294.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
170	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8435930602951365.000000000000000	13	-1	33	7	0	0	21	4	2	2	3	0.010000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
171	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999581	0	0	1	6.899999999999999	8427494672348414.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.006000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
172	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8419067177676066.000000000000000	3	-1	33	7	0	0	21	4	2	2	3	0.010000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
173	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999767	0	0	1	6.899999999999999	8410648110498390.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
174	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8402237462387892.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.011000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
175	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999965	0	0	1	6.899999999999999	8393835224925504.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.004000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
176	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8385441389700578.000000000000000	17	-1	33	7	0	0	21	4	2	2	3	0.009000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
177	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999847	0	0	1	6.899999999999999	8377055948310877.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.004000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
178	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8368678892362566.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.008000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
179	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999637	0	0	1	6.899999999999999	8360310213470203.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.004000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
180	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8351949903256733.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.011000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
181	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999620	0	0	1	6.899999999999999	8343597953353476.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.003000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
182	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8335254355400123.000000000000000	1	-1	32	7	0	0	21	3	2	2	3	0.009000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
183	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999616	0	0	1	6.899999999999999	8326919101044723.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
184	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8318592181943678.000000000000000	13	-1	33	7	0	0	21	4	2	2	3	0.009000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
185	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999575	0	0	1	6.899999999999999	8310273589761734.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.003000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
186	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8301963316171972.000000000000000	3	-1	33	7	0	0	21	4	2	2	3	0.009000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
187	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999764	0	0	1	6.899999999999999	8293661352855800.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.003000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
188	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8285367691502944.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.009000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
189	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999964	0	0	1	6.899999999999999	8277082323811441.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.003000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
190	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8268805241487630.000000000000000	17	-1	33	7	0	0	21	4	2	2	3	0.009000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
191	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999845	0	0	1	6.899999999999999	8260536436246142.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.004000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
192	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8252275899809896.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.010000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
193	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999632	0	0	1	6.899999999999999	8244023623910086.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.005000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
194	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	8235779600286176.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.010000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
