Iteration	Obj_Current	Obj_Best	New_Best	Case	SA_Prob	Jump	Nonimp_In	Nonimp_Out	Tenure	Temperature	ADD	DROP	Obj_Lookups	Con_Lookups	Obj_Evals	Con_Evals	ADD_First	DROP_First	ADD_Second	DROP_Second	SWAPs	Total_Time	Solution
14	-229919.374935876170639	-229919.374935876170639	1	1	-1.000000000000000	0	0	0	6.000000000000000	9860906369990008.000000000000000	8	-1	2	0	29	6	22	3	2	2	2	11.797000000000001	5_5_7_2_3_3_4_2_3_2_1_3_5_6_4_5_3_5_5_4_3_6_8_1
15	-229919.374935876170639	-229919.374935876170639	0	2	1.000000000000000	0	0	1	6.899999999999999	9851045463620018.000000000000000	-1	21	2	1	4	1	0	3	0	2	0	1.937000000000000	5_5_7_2_3_3_4_2_3_2_1_3_5_6_4_5_3_5_5_4_3_5_8_1
16	-232135.433909661136568	-232135.433909661136568	1	1	-1.000000000000000	0	0	0	6.000000000000000	9841194418156398.000000000000000	13	-1	2	0	30	6	22	4	2	2	2	12.680000000000000	5_5_7_2_3_3_4_2_3_2_1_3_5_7_4_5_3_5_5_4_3_5_8_1
17	-232135.433909661136568	-232135.433909661136568	0	2	1.000000000000000	0	0	1	6.899999999999999	9831353223738242.000000000000000	-1	21	3	1	3	1	0	3	0	2	0	1.946000000000000	5_5_7_2_3_3_4_2_3_2_1_3_5_7_4_5_3_5_5_4_3_4_8_1
18	-235333.629520189744653	-235333.629520189744653	1	1	-1.000000000000000	0	0	0	6.000000000000000	9821521870514504.000000000000000	3	22	2	0	29	6	23	3	2	2	2	13.477000000000000	5_5_7_3_3_3_4_2_3_2_1_3_5_7_4_5_3_5_5_4_3_4_7_1
19	-238785.936972716328455	-238785.936972716328455	1	1	-1.000000000000000	0	0	0	6.000000000000000	9811700348643990.000000000000000	0	22	2	0	30	6	22	3	2	2	2	10.734999999999999	6_5_7_3_3_3_4_2_3_2_1_3_5_7_4_5_3_5_5_4_3_4_6_1
20	-241915.143205921514891	-241915.143205921514891	1	1	-1.000000000000000	0	0	0	6.000000000000000	9801888648295346.000000000000000	3	22	2	0	31	6	22	4	2	2	2	9.839000000000000	6_5_7_4_3_3_4_2_3_2_1_3_5_7_4_5_3_5_5_4_3_4_5_1
21	-244922.820248166128295	-244922.820248166128295	1	1	-1.000000000000000	0	0	0	6.000000000000000	9792086759647050.000000000000000	17	22	2	0	31	6	22	4	2	2	2	9.292000000000000	6_5_7_4_3_3_4_2_3_2_1_3_5_7_4_5_3_6_5_4_3_4_4_1
22	-246957.384675949957455	-246957.384675949957455	1	1	-1.000000000000000	0	0	0	6.000000000000000	9782294672887402.000000000000000	8	-1	2	0	30	6	22	3	2	2	2	9.879000000000000	6_5_7_4_3_3_4_2_4_2_1_3_5_7_4_5_3_6_5_4_3_4_4_1
23	-243111.315073487843620	-246957.384675949957455	0	2	0.999999999999607	0	0	1	6.899999999999999	9772512378214514.000000000000000	-1	2	3	1	3	1	0	2	0	2	0	1.266000000000000	6_5_6_4_3_3_4_2_4_2_1_3_5_7_4_5_3_6_5_4_3_4_4_1
24	-244738.736373858642764	-246957.384675949957455	0	1	-1.000000000000000	0	0	0	6.000000000000000	9762739865836300.000000000000000	3	-1	2	0	30	6	22	2	2	2	2	8.949000000000000	6_5_6_5_3_3_4_2_4_2_1_3_5_7_4_5_3_6_5_4_3_4_4_1
25	-241300.603044128220063	-246957.384675949957455	0	2	0.999999999999648	0	0	1	6.899999999999999	9752977125970464.000000000000000	-1	0	2	0	4	2	0	3	0	2	0	2.489000000000000	5_5_6_5_3_3_4_2_4_2_1_3_5_7_4_5_3_6_5_4_3_4_4_1
26	-243153.849469690467231	-246957.384675949957455	0	1	-1.000000000000000	0	0	0	6.000000000000000	9743224148844494.000000000000000	13	-1	2	0	29	6	21	2	2	2	2	8.565000000000000	5_5_6_5_3_3_4_2_4_2_1_3_5_8_4_5_3_6_5_4_3_4_4_1
27	-240359.547846750414465	-246957.384675949957455	0	2	0.999999999999713	0	0	1	6.899999999999999	9733480924695650.000000000000000	-1	17	1	0	4	2	0	2	0	2	0	2.361000000000000	5_5_6_5_3_3_4_2_4_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1
28	-241282.837294106197078	-246957.384675949957455	0	1	-1.000000000000000	0	0	0	6.000000000000000	9723747443770954.000000000000000	3	-1	2	0	29	6	21	3	2	2	2	9.515000000000001	5_5_6_6_3_3_4_2_4_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1
29	-239523.975003584666410	-246957.384675949957455	0	2	0.999999999999819	0	0	1	6.899999999999999	9714023696327184.000000000000000	-1	8	2	1	3	1	0	3	0	2	0	1.657000000000000	5_5_6_6_3_3_4_2_3_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1
30	-242219.905544007313438	-246957.384675949957455	0	1	-1.000000000000000	0	0	0	6.000000000000000	9704309672630856.000000000000000	2	-1	2	0	29	6	21	3	2	2	2	9.760999999999999	5_5_7_6_3_3_4_2_3_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1
31	-237460.778641099343076	-246957.384675949957455	0	2	0.999999999999510	0	0	1	6.899999999999999	9694605362958226.000000000000000	-1	8	2	1	3	1	0	2	0	2	0	1.707000000000000	5_5_7_6_3_3_4_2_2_2_1_3_5_8_4_5_3_5_5_4_3_4_4_1
32	-241294.489614174526650	-246957.384675949957455	0	1	-1.000000000000000	0	0	0	6.000000000000000	9684910757595268.000000000000000	10	-1	2	0	28	6	22	2	2	2	2	10.564000000000000	5_5_7_6_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
33	-239596.701938985439483	-246957.384675949957455	0	2	0.999999999999825	0	0	1	6.899999999999999	9675225846837672.000000000000000	-1	13	2	1	3	1	0	2	0	2	0	1.741000000000000	5_5_7_6_3_3_4_2_2_2_2_3_5_7_4_5_3_5_5_4_3_4_4_1
34	-242889.160918837995268	-246957.384675949957455	0	1	-1.000000000000000	0	0	0	6.000000000000000	9665550620990834.000000000000000	0	-1	2	0	29	6	22	3	2	2	2	11.315000000000000	6_5_7_6_3_3_4_2_2_2_2_3_5_7_4_5_3_5_5_4_3_4_4_1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
35	-242476.618063211237313	-246957.384675949957455	0	2	0.999999999999957	0	0	1	6.899999999999999	9655885070369844.000000000000000	-1	3	2	1	4	1	0	3	0	2	0	1.780000000000000	6_5_7_5_3_3_4_2_2_2_2_3_5_7_4_5_3_5_5_4_3_4_4_1
36	-245388.716396518546389	-246957.384675949957455	0	1	-1.000000000000000	0	0	0	6.000000000000000	9646229185299474.000000000000000	17	-1	2	0	30	6	21	4	2	2	2	9.521000000000001	6_5_7_5_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
37	-244027.448912841995480	-246957.384675949957455	0	2	0.999999999999859	0	0	1	6.899999999999999	9636582956114174.000000000000000	-1	3	3	1	3	1	0	3	0	2	0	1.498000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
38	-246934.479019991267705	-246957.384675949957455	0	1	-1.000000000000000	0	0	0	6.000000000000000	9626946373158060.000000000000000	10	-1	4	0	28	6	22	4	2	2	2	12.629000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
39	-243898.350777630810626	-246957.384675949957455	0	2	0.999999999999685	0	0	1	6.899999999999999	9617319426784902.000000000000000	-1	3	3	1	3	1	0	3	0	2	0	1.913000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
40	-247136.220218608330470	-247136.220218608330470	1	1	-1.000000000000000	0	0	0	6.000000000000000	9607702107358118.000000000000000	2	-1	2	0	30	6	23	4	2	2	2	12.991000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
41	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999670	0	0	1	6.899999999999999	9598094405250760.000000000000000	-1	0	3	1	3	1	0	3	0	2	0	1.905000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
42	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9588496310845510.000000000000000	1	-1	2	0	29	6	22	3	2	2	2	13.156000000000001	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
43	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999666	0	0	1	6.899999999999999	9578907814534664.000000000000000	-1	17	2	1	4	1	0	3	0	2	0	1.838000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
44	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9569328906720130.000000000000000	13	-1	2	0	30	6	21	4	2	2	2	10.464000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
45	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999630	0	0	1	6.899999999999999	9559759577813410.000000000000000	-1	10	3	1	3	1	0	3	0	2	0	1.718000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
46	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9550199818235596.000000000000000	3	-1	2	0	30	6	21	4	2	2	2	10.081000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
47	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999795	0	0	1	6.899999999999999	9540649618417360.000000000000000	-1	2	2	1	4	1	0	3	0	2	0	1.609000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
48	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9531108968798942.000000000000000	0	-1	2	0	30	6	21	4	2	2	2	11.356000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
49	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999969	0	0	1	6.899999999999999	9521577859830144.000000000000000	-1	1	2	1	5	1	0	4	0	2	0	1.940000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
50	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9512056281970314.000000000000000	17	-1	6	3	26	3	21	4	2	2	2	12.721000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
51	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999865	0	0	1	6.899999999999999	9502544225688344.000000000000000	-1	13	2	1	4	1	0	3	0	2	0	1.945000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
52	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9493041681462656.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.009000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
53	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999680	0	0	1	6.899999999999999	9483548639781194.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.004000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
54	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9474065091141412.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.009000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
55	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999665	0	0	1	6.899999999999999	9464591026050270.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.007000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
56	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9455126435024220.000000000000000	1	-1	30	5	1	1	21	3	2	2	2	1.711000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
57	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999662	0	0	1	6.899999999999999	9445671308589196.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
58	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9436225637280606.000000000000000	13	-1	32	6	1	1	21	4	2	2	3	1.277000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
59	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999625	0	0	1	6.899999999999999	9426789411643326.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
60	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9417362622231682.000000000000000	3	-1	32	6	1	1	21	4	2	2	3	1.264000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
61	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999792	0	0	1	6.899999999999999	9407945259609450.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
62	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9398537314349840.000000000000000	0	-1	32	6	1	1	21	4	2	2	3	1.223000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
63	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999968	0	0	1	6.899999999999999	9389138777035490.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.005000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
64	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9379749638258454.000000000000000	17	-1	32	6	1	1	21	4	2	2	3	2.157000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
65	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999863	0	0	1	6.899999999999999	9370369888620196.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.004000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
66	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9360999518731576.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.012000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
67	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999676	0	0	1	6.899999999999999	9351638519212844.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.005000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
68	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9342286880693632.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.012000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
69	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999660	0	0	1	6.899999999999999	9332944593812938.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.005000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
70	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9323611649219126.000000000000000	1	-1	31	6	1	1	21	3	2	2	3	1.665000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
71	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999657	0	0	1	6.899999999999999	9314288037569906.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
72	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9304973749532336.000000000000000	13	-1	33	7	0	0	21	4	2	2	3	0.009000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
73	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999620	0	0	1	6.899999999999999	9295668775782804.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.004000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
74	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9286373107007022.000000000000000	3	-1	33	7	0	0	21	4	2	2	3	0.010000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
75	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999789	0	0	1	6.899999999999999	9277086733900014.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.008000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
76	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9267809647166114.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.020000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
77	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999968	0	0	1	6.899999999999999	9258541837518948.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.003000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
78	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9249283295681430.000000000000000	17	-1	33	7	0	0	21	4	2	2	3	0.011000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
79	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999861	0	0	1	6.899999999999999	9240034012385748.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.004000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
80	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9230793978373362.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.008000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
81	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999671	0	0	1	6.899999999999999	9221563184394988.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.004000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
82	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9212341621210594.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.008000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
83	-243962.150959249993321	-247136.220218608330470	0	2	0.999999999999655	0	0	1	6.899999999999999	9203129279589384.000000000000000	-1	0	6	2	0	0	0	3	0	2	0	0.004000000000000	5_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
84	-246325.267874304117868	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9193926150309794.000000000000000	1	-1	32	7	0	0	21	3	2	2	3	0.008000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
85	-243127.785874637338566	-247136.220218608330470	0	2	0.999999999999652	0	0	1	6.899999999999999	9184732224159484.000000000000000	-1	17	6	2	0	0	0	3	0	2	0	0.002000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
86	-245162.076524907723069	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9175547491935324.000000000000000	13	-1	33	7	0	0	21	4	2	2	3	0.010000000000000	5_6_8_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
87	-241624.837186990189366	-247136.220218608330470	0	2	0.999999999999615	0	0	1	6.899999999999999	9166371944443388.000000000000000	-1	10	6	2	0	0	0	3	0	2	0	0.007000000000000	5_6_8_3_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
88	-242845.022632153355516	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9157205572498944.000000000000000	3	-1	33	7	0	0	21	4	2	2	3	0.012000000000000	5_6_8_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
89	-240884.746478037763154	-247136.220218608330470	0	2	0.999999999999786	0	0	1	6.899999999999999	9148048366926446.000000000000000	-1	2	6	2	0	0	0	3	0	2	0	0.005000000000000	5_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
90	-243010.017604049877264	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9138900318559520.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.012000000000000	6_6_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
91	-242713.262413888005540	-247136.220218608330470	0	2	0.999999999999968	0	0	1	6.899999999999999	9129761418240960.000000000000000	-1	1	7	2	0	0	0	4	0	2	0	0.005000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_5_5_4_3_4_4_1
92	-245312.118733130831970	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9120631656822720.000000000000000	17	-1	33	7	0	0	21	4	2	2	3	0.013000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_8_4_5_3_6_5_4_3_4_4_1
93	-244027.448912841995480	-247136.220218608330470	0	2	0.999999999999859	0	0	1	6.899999999999999	9111511025165898.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.004000000000000	6_5_7_4_3_3_4_2_2_2_2_3_5_7_4_5_3_6_5_4_3_4_4_1
94	-246934.479019991267705	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9102399514140732.000000000000000	10	-1	32	6	0	0	21	4	2	2	2	0.012000000000000	6_5_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
95	-243898.350777630810626	-247136.220218608330470	0	2	0.999999999999666	0	0	1	6.899999999999999	9093297114626592.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.006000000000000	6_5_7_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
96	-247136.220218608330470	-247136.220218608330470	0	1	-1.000000000000000	0	0	0	6.000000000000000	9084203817511966.000000000000000	2	-1	32	6	0	0	21	4	2	2	2	0.013000000000000	6_5_8_3_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
