route_ID,name,bus_stop,StopID,traveltime to next stop
37,187 - Leiden Centraal,"Wilhelminabrug, Leiden",93,1
37,187 - Leiden Centraal,"Burggravenlaan, Leiden",13,1
37,187 - Leiden Centraal,"Plantage, Leiden",64,1
37,187 - Leiden Centraal,"Kraaierstraat, Leiden",46,2
37,187 - Leiden Centraal,"Jan van Houtkade, Leiden",40,1
37,187 - Leiden Centraal,"Witte Rozenstraat, Leiden",94,1
37,187 - Leiden Centraal,"Paterstraat, Leiden",62,0
37,187 - Leiden Centraal,"Noordeinde, Leiden",59,1
37,187 - Leiden Centraal,"Prinsessekade, Leiden",66,1
37,187 - Leiden Centraal,"Nieuwe Beestenmarkt, Leiden",57,4
37,187 - Leiden Centraal,"Station Leiden Centraal, Leiden (Aankomst)",73,0
38,187 - Boskoop,"Station Leiden Centraal, Leiden (Vertrek)",74,1
38,187 - Boskoop,"Steenstraat, Leiden",75,2
38,187 - Boskoop,"Noordeinde, Leiden",59,1
38,187 - Boskoop,"Paterstraat, Leiden",62,1
38,187 - Boskoop,"Witte Rozenstraat, Leiden",94,1
38,187 - Boskoop,"Jan van Houtkade, Leiden",40,2
38,187 - Boskoop,"Kraaierstraat, Leiden",46,0
38,187 - Boskoop,"Plantage, Leiden",64,2
38,187 - Boskoop,"Burggravenlaan, Leiden",13,2
38,187 - Boskoop,"Zorgcentrum Roomburgh, Leiden",98,1
38,187 - Boskoop,"Augustuspad, Leiden",5,1
38,187 - Boskoop,"Roomburg, Leiden",68,2
38,187 - Boskoop,"De Heyderweg, Leiden",21,1
38,187 - Boskoop,Zaalbergweg/DZB Leiden,95,2
40,250 - Haarlem,"Station Leiden Centraal, Leiden (Vertrek)",74,3
40,250 - Haarlem,"Verbeekstraat, Leiden",87,1
40,250 - Haarlem,"Bio Science Park-Oost, Leiden",6,0
39,250 - Leiden Centraal,"Bio Science Park-Oost, Leiden",6,1
39,250 - Leiden Centraal,"Verbeekstraat, Leiden",87,3
39,250 - Leiden Centraal,"Station Leiden Centraal, Leiden (Aankomst)",73,0
42,365 - Schiphol,"Station Leiden Centraal, Leiden (Vertrek)",74,1
42,365 - Schiphol,"Leiden CS Westzijde, Leiden",47,3
42,365 - Schiphol,"Groenoord, Leiden",31,2
42,365 - Schiphol,"Kooiplein, Leiden",44,2
41,365 - Leiden Centraal,"Kooiplein, Leiden",44,2
41,365 - Leiden Centraal,"Groenoord, Leiden",31,6
41,365 - Leiden Centraal,"Leiden CS Westzijde, Leiden",47,1
41,365 - Leiden Centraal,"Station Leiden Centraal, Leiden (Aankomst)",73,0
43,366 - Leiden Centraal,"Kooiplein, Leiden",44,2
43,366 - Leiden Centraal,"Groenoord, Leiden",31,4
43,366 - Leiden Centraal,"Leiden CS Westzijde, Leiden",47,1
43,366 - Leiden Centraal,"Station Leiden Centraal, Leiden (Aankomst)",73,0
44,366 - Leimuiden,"Station Leiden Centraal, Leiden (Vertrek)",74,1
44,366 - Leimuiden,"Leiden CS Westzijde, Leiden",47,3
44,366 - Leimuiden,"Groenoord, Leiden",31,2
44,366 - Leimuiden,"Kooiplein, Leiden",44,2
46,400 - Zoetermeer,"Bio Science Park-Oost, Leiden",6,1
46,400 - Zoetermeer,"Verbeekstraat, Leiden",87,4
46,400 - Zoetermeer,"Station Leiden Centraal, Leiden (Aankomst)",73,2
46,400 - Zoetermeer,"Station Leiden Centraal, Leiden (Vertrek)",74,1
46,400 - Zoetermeer,"Leiden CS Westzijde, Leiden",47,3
46,400 - Zoetermeer,"Energiepark, Leiden",25,2
46,400 - Zoetermeer,"Pelikaan, Leiden",63,3
46,400 - Zoetermeer,"Hogewoerd, Leiden",36,3
46,400 - Zoetermeer,"Station Lammenschans, Leiden",72,0
45,400 - ESA Estec,"Station Lammenschans, Leiden",72,3
45,400 - ESA Estec,"Hogewoerd, Leiden",36,2
45,400 - ESA Estec,"Pelikaan, Leiden",63,2
45,400 - ESA Estec,"Energiepark, Leiden",25,2
45,400 - ESA Estec,"Leiden CS Westzijde, Leiden",47,2
45,400 - ESA Estec,"Station Leiden Centraal, Leiden (Aankomst)",73,2
45,400 - ESA Estec,"Station Leiden Centraal, Leiden (Vertrek)",74,3
45,400 - ESA Estec,"Verbeekstraat, Leiden",87,1
45,400 - ESA Estec,"Bio Science Park-Oost, Leiden",6,0
47,401 - Boulevard Zuid,"Station Lammenschans, Leiden",72,3
47,401 - Boulevard Zuid,"Hogewoerd, Leiden",36,2
47,401 - Boulevard Zuid,"Pelikaan, Leiden",63,2
47,401 - Boulevard Zuid,"Energiepark, Leiden",25,2
47,401 - Boulevard Zuid,"Leiden CS Westzijde, Leiden",47,2
47,401 - Boulevard Zuid,"Station Leiden Centraal, Leiden (Aankomst)",73,2
47,401 - Boulevard Zuid,"Station Leiden Centraal, Leiden (Vertrek)",74,3
47,401 - Boulevard Zuid,"Verbeekstraat, Leiden",87,1
48,401 - Zoetermeer,"Bio Science Park-Oost, Leiden",6,1
48,401 - Zoetermeer,"Verbeekstraat, Leiden",87,4
48,401 - Zoetermeer,"Station Leiden Centraal, Leiden (Aankomst)",73,2
48,401 - Zoetermeer,"Station Leiden Centraal, Leiden (Vertrek)",74,1
48,401 - Zoetermeer,"Leiden CS Westzijde, Leiden",47,3
48,401 - Zoetermeer,"Energiepark, Leiden",25,2
48,401 - Zoetermeer,"Pelikaan, Leiden",63,3
48,401 - Zoetermeer,"Hogewoerd, Leiden",36,3
48,401 - Zoetermeer,"Station Lammenschans, Leiden",72,0
49,410 - Leiden Centraal,"Kooiplein, Leiden",44,2
49,410 - Leiden Centraal,"Groenoord, Leiden",31,4
49,410 - Leiden Centraal,"Leiden CS Westzijde, Leiden",47,1
49,410 - Leiden Centraal,"Station Leiden Centraal, Leiden (Aankomst)",73,0
50,410 - Ziekenhuis,"Station Leiden Centraal, Leiden (Vertrek)",74,1
50,410 - Ziekenhuis,"Leiden CS Westzijde, Leiden",47,3
50,410 - Ziekenhuis,"Groenoord, Leiden",31,2
50,410 - Ziekenhuis,"Kooiplein, Leiden",44,3
