Iteration	Obj_Current	Obj_Best	New_Best	Case	SA_Prob	Jump	Nonimp_In	Nonimp_Out	Tenure	Temperature	ADD	DROP	Obj_Lookups	Con_Lookups	Obj_Evals	Con_Evals	ADD_First	DROP_First	ADD_Second	DROP_Second	SWAPs	Total_Time	Solution
43	-169369.625711675500497	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9578907814534664.000000000000000	19	-1	2	0	29	6	21	4	2	2	2	12.132000000000000	7_5_7_2_3_3_5_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
44	-169369.625711675500497	-174160.086164228181588	0	2	1.000000000000000	0	0	1	6.899999999999999	9569328906720130.000000000000000	-1	6	2	1	3	1	0	4	0	2	0	1.902000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
45	-170970.000345103442669	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9559759577813410.000000000000000	1	-1	2	0	28	6	22	3	2	2	2	10.228000000000000	7_6_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
46	-169094.752528022101615	-174160.086164228181588	0	2	0.999999999999804	0	0	1	6.899999999999999	9550199818235596.000000000000000	-1	2	2	1	3	1	0	3	0	2	0	1.423000000000000	7_6_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
47	-170476.972366267000325	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9540649618417360.000000000000000	13	-1	2	0	29	6	22	3	2	2	2	11.183999999999999	7_6_6_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_7_3_4_4_1
48	-168195.362718716409290	-174160.086164228181588	0	2	0.999999999999761	0	0	1	6.899999999999999	9531108968798942.000000000000000	-1	0	2	1	3	1	0	2	0	2	0	2.406000000000000	6_6_6_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_7_3_4_4_1
49	-169562.204261190956458	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9521577859830144.000000000000000	1	-1	2	0	29	6	21	3	2	2	2	9.553000000000001	6_7_6_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_7_3_4_4_1
50	-169194.596087509300560	-174160.086164228181588	0	2	0.999999999999961	0	0	1	6.899999999999999	9512056281970314.000000000000000	-1	19	3	1	2	1	0	3	0	2	0	1.418000000000000	6_7_6_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_6_3_4_4_1
51	-170251.829659624141641	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9502544225688344.000000000000000	1	-1	2	0	29	6	21	3	2	2	2	12.358000000000001	6_8_6_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_6_3_4_4_1
52	-169776.074376338743605	-174160.086164228181588	0	2	0.999999999999950	0	0	1	6.899999999999999	9493041681462656.000000000000000	-1	19	2	1	3	1	0	3	0	2	0	1.247000000000000	6_8_6_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_5_3_4_4_1
53	-171424.048012756218668	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9483548639781194.000000000000000	2	-1	3	1	28	5	22	4	2	2	2	6.094000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_5_3_4_4_1
54	-171059.062162166374037	-174160.086164228181588	0	2	0.999999999999961	0	0	1	6.899999999999999	9474065091141412.000000000000000	-1	19	2	1	3	1	0	3	0	2	0	1.009000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
55	-174160.086164228181588	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9464591026050270.000000000000000	0	-1	8	5	23	2	23	2	2	2	3	1.782000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
56	-172982.084826312027872	-174160.086164228181588	0	2	0.999999999999876	0	0	1	6.899999999999999	9455126435024220.000000000000000	-1	1	7	2	0	0	0	2	0	3	0	0.016000000000000	7_7_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
57	-173412.600697897840291	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9445671308589196.000000000000000	0	-1	29	5	1	1	22	2	2	2	2	3.567000000000000	8_7_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
58	-172585.050531801738543	-174160.086164228181588	0	2	0.999999999999912	0	0	1	6.899999999999999	9436225637280606.000000000000000	-1	1	2	1	2	1	0	3	0	2	0	0.317000000000000	8_6_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
59	-172725.209896749001928	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9426789411643326.000000000000000	13	-1	3	0	27	6	22	3	2	2	2	3.826000000000000	8_6_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
60	-171301.335168720135698	-174160.086164228181588	0	2	0.999999999999849	0	0	1	6.899999999999999	9417362622231682.000000000000000	-1	1	2	1	2	1	0	2	0	2	0	1.642000000000000	8_5_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
61	-172344.601885861484334	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9407945259609450.000000000000000	3	-1	2	0	27	5	23	1	2	1	2	2.794000000000000	8_5_7_3_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
62	-170576.922368603234645	-174160.086164228181588	0	2	0.999999999999812	0	0	1	6.899999999999999	9398537314349840.000000000000000	-1	0	5	2	2	0	0	2	0	3	0	0.017000000000000	7_5_7_3_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
63	-171042.740630226908252	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9389138777035490.000000000000000	23	-1	2	0	28	6	22	2	2	2	2	13.847000000000000	7_5_7_3_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_2
64	-170740.702381472598063	-174160.086164228181588	0	2	0.999999999999968	0	0	1	6.899999999999999	9379749638258454.000000000000000	-1	13	2	1	3	1	0	3	0	2	0	2.017000000000000	7_5_7_3_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
65	-170740.702381472598063	-174160.086164228181588	0	2	1.000000000000000	0	0	2	7.934999999999999	9370369888620196.000000000000000	6	-1	2	0	29	6	21	3	2	2	2	10.728000000000000	7_5_7_3_3_3_5_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
66	-170900.222407904046122	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9360999518731576.000000000000000	-1	3	2	1	4	1	0	4	0	2	0	1.528000000000000	7_5_7_2_3_3_5_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
67	-172483.848938473442104	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9351638519212844.000000000000000	1	-1	7	4	24	2	21	3	2	2	2	3.180000000000000	7_6_7_2_3_3_5_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
68	-170828.126541058503790	-174160.086164228181588	0	2	0.999999999999823	0	0	1	6.899999999999999	9342286880693632.000000000000000	-1	13	3	1	3	1	0	3	0	2	0	4.263000000000000	7_6_7_2_3_3_5_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
69	-171524.877629168913700	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9332944593812938.000000000000000	1	-1	3	1	29	5	22	4	2	2	2	8.366000000000000	7_7_7_2_3_3_5_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
70	-171250.016972771554720	-174160.086164228181588	0	2	0.999999999999971	0	0	1	6.899999999999999	9323611649219126.000000000000000	-1	23	3	1	3	1	0	4	0	2	0	1.059000000000000	7_7_7_2_3_3_5_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
71	-172409.785384203220019	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9314288037569906.000000000000000	1	-1	5	1	26	5	21	3	2	2	2	3.537000000000000	7_8_7_2_3_3_5_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
72	-170369.667688316374552	-174160.086164228181588	0	2	0.999999999999781	0	0	1	6.899999999999999	9304973749532336.000000000000000	-1	13	4	2	1	0	0	3	0	2	0	0.009000000000000	7_8_7_2_3_3_5_2_2_2_1_3_5_8_4_5_3_3_5_4_3_4_4_1
73	-170464.264129896910163	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9295668775782804.000000000000000	19	-1	3	1	28	5	22	4	2	2	2	4.411000000000000	7_8_7_2_3_3_5_2_2_2_1_3_5_8_4_5_3_3_5_5_3_4_4_1
74	-170464.264129896910163	-174160.086164228181588	0	2	1.000000000000000	0	0	1	6.899999999999999	9286373107007022.000000000000000	-1	6	2	1	4	1	0	4	0	2	0	0.910000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_5_3_4_4_1
75	-170591.589352247829083	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9277086733900014.000000000000000	19	-1	3	0	28	6	21	3	2	2	2	8.385000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_6_3_4_4_1
76	-168918.513843102089595	-174160.086164228181588	0	2	0.999999999999820	0	0	1	6.899999999999999	9267809647166114.000000000000000	-1	0	2	1	3	1	0	3	0	2	0	1.166000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_6_3_4_4_1
77	-169734.936600741813891	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9258541837518948.000000000000000	19	-1	2	0	29	6	21	4	2	2	2	6.346000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_7_3_4_4_1
78	-168540.807455597183434	-174160.086164228181588	0	2	0.999999999999871	0	0	1	6.899999999999999	9249283295681430.000000000000000	-1	2	2	1	3	1	0	4	0	2	0	0.974000000000000	6_8_6_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_7_3_4_4_1
79	-170473.991614555299748	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9240034012385748.000000000000000	13	-1	3	1	28	5	21	4	2	2	2	8.478000000000000	6_8_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
80	-169673.706139733607415	-174160.086164228181588	0	2	0.999999999999913	0	0	1	6.899999999999999	9230793978373362.000000000000000	-1	1	3	1	2	1	0	3	0	2	0	1.906000000000000	6_7_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
81	-169784.321640654612565	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9221563184394988.000000000000000	19	-1	6	1	25	5	21	3	2	2	2	7.751000000000000	6_7_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
82	-168697.866400489408989	-174160.086164228181588	0	2	0.999999999999882	0	0	1	6.899999999999999	9212341621210594.000000000000000	-1	1	3	1	2	1	0	3	0	2	0	1.209000000000000	6_6_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
83	-169203.729329332272755	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9203129279589384.000000000000000	0	-1	5	2	26	4	22	3	2	2	2	4.557000000000000	7_6_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
84	-167868.775715233350638	-174160.086164228181588	0	2	0.999999999999855	0	0	1	6.899999999999999	9193926150309794.000000000000000	-1	1	3	1	2	1	0	2	0	2	0	1.298000000000000	7_5_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
85	-169504.517909762158524	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9184732224159484.000000000000000	2	-1	4	1	26	5	23	2	2	2	2	12.249000000000001	7_5_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
86	-169369.625711675500497	-174160.086164228181588	0	2	0.999999999999985	0	0	1	6.899999999999999	9175547491935324.000000000000000	-1	19	6	2	1	0	0	2	0	3	0	0.015000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
87	-171032.521114433126058	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9166371944443388.000000000000000	13	-1	30	5	1	2	22	2	2	2	2	4.005000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_7_3_4_4_1
88	-170936.661831512610661	-174160.086164228181588	0	2	0.999999999999990	0	0	1	6.899999999999999	9157205572498944.000000000000000	-1	19	3	1	1	1	0	2	0	2	0	1.261000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_6_3_4_4_1
89	-171172.822116071765777	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9148048366926446.000000000000000	13	-1	4	1	27	6	22	2	2	2	2	11.752000000000001	7_5_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_6_3_4_4_1
90	-170993.035486581327859	-174160.086164228181588	0	2	0.999999999999980	0	0	1	6.899999999999999	9138900318559520.000000000000000	-1	19	2	1	2	1	0	3	0	2	0	1.854000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_5_3_4_4_1
91	-172244.481633626477560	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9129761418240960.000000000000000	1	-1	7	3	24	4	23	3	2	2	2	5.319000000000000	7_6_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_5_3_4_4_1
92	-171959.760502484918106	-174160.086164228181588	0	2	0.999999999999969	0	0	1	6.899999999999999	9120631656822720.000000000000000	-1	19	2	1	3	1	0	3	0	2	0	1.526000000000000	7_6_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
93	-172725.209896749001928	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9111511025165898.000000000000000	0	-1	8	3	22	3	23	2	2	2	2	3.735000000000000	8_6_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
94	-172585.050531801738543	-174160.086164228181588	0	2	0.999999999999985	0	0	1	6.899999999999999	9102399514140732.000000000000000	-1	13	7	2	0	0	0	2	0	3	0	0.003000000000000	8_6_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
95	-173412.600697897840291	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9093297114626592.000000000000000	1	-1	29	5	1	1	22	2	2	2	2	1.389000000000000	8_7_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
96	-171576.353270708932541	-174160.086164228181588	0	2	0.999999999999798	0	0	1	6.899999999999999	9084203817511966.000000000000000	-1	13	4	2	0	0	0	2	0	2	0	0.003000000000000	8_7_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
