Iteration	Obj_Current	Obj_Best	New_Best	Case	SA_Prob	Jump	Nonimp_In	Nonimp_Out	Tenure	Temperature	ADD	DROP	Obj_Lookups	Con_Lookups	Obj_Evals	Con_Evals	ADD_First	DROP_First	ADD_Second	DROP_Second	SWAPs	Total_Time	Solution
97	-171600.523659670987399	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9075119613694454.000000000000000	23	-1	5	1	25	5	22	2	2	2	2	3.210000000000000	8_7_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
98	-171524.877629168913700	-174160.086164228181588	0	2	0.999999999999992	0	0	1	6.899999999999999	9066044494080760.000000000000000	-1	0	3	2	2	0	0	3	0	2	0	0.161000000000000	7_7_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
99	-172435.708592056529596	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9056978449586680.000000000000000	1	-1	10	4	22	3	22	3	2	2	2	3.975000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
100	-171049.025240323098842	-174160.086164228181588	0	2	0.999999999999847	0	0	1	6.899999999999999	9047921471137094.000000000000000	-1	0	5	2	0	0	0	3	0	2	0	0.002000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
101	-172241.713949864526512	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9038873549665956.000000000000000	23	-1	31	6	1	1	22	3	2	2	3	1.369000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_3
102	-170571.222700322367018	-174160.086164228181588	0	2	0.999999999999815	0	0	1	6.899999999999999	9029834676116290.000000000000000	-1	2	5	2	0	0	0	3	0	2	0	0.003000000000000	6_8_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_3
103	-170706.784947397361975	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9020804841440174.000000000000000	13	-1	31	5	0	1	22	3	2	2	1	1.564000000000000	6_8_6_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
104	-168037.256677415076410	-174160.086164228181588	0	2	0.999999999999704	0	0	1	6.899999999999999	9011784036598734.000000000000000	-1	2	3	0	2	2	0	2	0	2	0	2.308000000000000	6_8_5_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
105	-168910.383208714425564	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	9002772252562135.000000000000000	7	-1	2	0	29	6	22	3	2	2	2	6.643000000000000	6_8_5_2_3_3_4_3_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
106	-168230.389322214876302	-174160.086164228181588	0	2	0.999999999999925	0	0	1	6.899999999999999	8993769480309573.000000000000000	-1	1	2	1	4	1	0	3	0	2	0	0.944000000000000	6_7_5_2_3_3_4_3_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
107	-169480.513312117807800	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8984775710829263.000000000000000	7	-1	2	0	30	6	22	4	2	2	2	10.128000000000000	6_7_5_2_3_3_4_4_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
108	-168612.739342444343492	-174160.086164228181588	0	2	0.999999999999903	0	0	1	6.899999999999999	8975790935118434.000000000000000	-1	23	2	1	4	1	0	4	0	2	0	1.261000000000000	6_7_5_2_3_3_4_4_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
109	-169974.227868782298174	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8966815144183316.000000000000000	0	-1	2	0	30	6	21	5	2	2	2	6.416000000000000	7_7_5_2_3_3_4_4_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
110	-170275.203059837978799	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8957848329039133.000000000000000	-1	23	2	0	4	2	0	4	0	2	0	2.523000000000000	7_7_5_2_3_3_4_4_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
111	-172387.085708907688968	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8948890480710094.000000000000000	2	-1	2	0	29	6	22	3	2	2	2	10.686000000000000	7_7_6_2_3_3_4_4_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
112	-171653.900049421354197	-174160.086164228181588	0	2	0.999999999999918	0	0	1	6.899999999999999	8939941590229384.000000000000000	-1	1	2	1	3	1	0	2	0	2	0	1.399000000000000	7_6_6_2_3_3_4_4_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
113	-172513.975213651603553	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8931001648639155.000000000000000	7	-1	2	0	29	6	22	3	2	2	2	8.914000000000000	7_6_6_2_3_3_4_5_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
114	-171207.756694586831145	-174160.086164228181588	0	2	0.999999999999854	0	0	1	6.899999999999999	8922070646990516.000000000000000	-1	1	2	0	3	2	0	2	0	2	0	2.276000000000000	7_5_6_2_3_3_4_5_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
115	-171745.786036444042111	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8913148576343525.000000000000000	7	-1	2	0	28	6	22	2	2	2	2	11.718999999999999	7_5_6_2_3_3_4_6_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
116	-169795.141401347995270	-174160.086164228181588	0	2	0.999999999999781	0	0	1	6.899999999999999	8904235427767181.000000000000000	-1	13	2	1	2	1	0	2	0	2	0	1.266000000000000	7_5_6_2_3_3_4_6_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
117	-170089.100704475247767	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8895331192339414.000000000000000	7	-1	2	0	28	6	22	3	2	2	2	8.645000000000000	7_5_6_2_3_3_4_7_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
118	-168876.241651439195266	-174160.086164228181588	0	2	0.999999999999864	0	0	1	6.899999999999999	8886435861147075.000000000000000	-1	2	2	1	2	1	0	3	0	2	0	1.172000000000000	7_5_5_2_3_3_4_7_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
119	-169158.824790802696953	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8877549425285928.000000000000000	7	-1	2	0	28	6	21	3	2	2	2	11.766000000000000	7_5_5_2_3_3_4_8_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
120	-167950.055840788292699	-174160.086164228181588	0	2	0.999999999999864	0	0	1	6.899999999999999	8868671875860642.000000000000000	-1	0	2	1	2	1	0	3	0	2	0	1.621000000000000	6_5_5_2_3_3_4_8_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
121	-168959.513350843568332	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8859803203984781.000000000000000	23	-1	2	0	28	7	21	3	2	2	2	7.713000000000000	6_5_5_2_3_3_4_8_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
122	-166865.013990587991429	-174160.086164228181588	0	2	0.999999999999764	0	0	1	6.899999999999999	8850943400780796.000000000000000	-1	13	2	1	3	1	0	3	0	2	0	0.928000000000000	6_5_5_2_3_3_4_8_2_2_1_3_5_8_4_5_3_3_5_4_3_4_4_2
123	-167684.622801592457108	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8842092457380015.000000000000000	23	-1	2	0	29	6	21	3	2	2	2	10.241000000000000	6_5_5_2_3_3_4_8_2_2_1_3_5_8_4_5_3_3_5_4_3_4_4_3
124	-165427.179299022129271	-174160.086164228181588	0	2	0.999999999999745	0	0	1	6.899999999999999	8833250364922635.000000000000000	-1	13	2	1	3	1	0	3	0	2	0	1.242000000000000	6_5_5_2_3_3_4_8_2_2_1_3_5_7_4_5_3_3_5_4_3_4_4_3
125	-166320.162205730710411	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8824417114557712.000000000000000	1	-1	2	0	29	6	22	4	2	2	2	6.810000000000000	6_6_5_2_3_3_4_8_2_2_1_3_5_7_4_5_3_3_5_4_3_4_4_3
126	-165983.036405542516150	-174160.086164228181588	0	2	0.999999999999962	0	0	1	6.899999999999999	8815592697443154.000000000000000	-1	7	2	1	4	1	0	4	0	2	0	0.988000000000000	6_6_5_2_3_3_4_7_2_2_1_3_5_7_4_5_3_3_5_4_3_4_4_3
127	-166714.463670923491009	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8806777104745711.000000000000000	1	-1	2	0	30	6	22	4	2	2	2	9.727000000000000	6_7_5_2_3_3_4_7_2_2_1_3_5_7_4_5_3_3_5_4_3_4_4_3
128	-166283.526506330294069	-174160.086164228181588	0	2	0.999999999999951	0	0	1	6.899999999999999	8797970327640965.000000000000000	-1	7	2	1	4	1	0	4	0	2	0	1.020000000000000	6_7_5_2_3_3_4_6_2_2_1_3_5_7_4_5_3_3_5_4_3_4_4_3
129	-167951.026010237517767	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8789172357313324.000000000000000	2	-1	2	0	30	6	22	5	2	2	2	6.458000000000000	6_7_6_2_3_3_4_6_2_2_1_3_5_7_4_5_3_3_5_4_3_4_4_3
130	-167757.023769705439918	-174160.086164228181588	0	2	0.999999999999978	0	0	1	6.899999999999999	8780383184956011.000000000000000	-1	7	3	1	3	1	0	4	0	2	0	0.932000000000000	6_7_6_2_3_3_4_5_2_2_1_3_5_7_4_5_3_3_5_4_3_4_4_3
131	-170015.514743316365639	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8771602801771055.000000000000000	13	-1	2	0	30	6	23	4	2	2	2	10.990000000000000	6_7_6_2_3_3_4_5_2_2_1_3_5_8_4_5_3_3_5_4_3_4_4_3
132	-169112.391058545443229	-174160.086164228181588	0	2	0.999999999999897	0	0	1	6.899999999999999	8762831198969284.000000000000000	-1	7	2	1	4	1	0	3	0	2	0	1.746000000000000	6_7_6_2_3_3_4_4_2_2_1_3_5_8_4_5_3_3_5_4_3_4_4_3
133	-171092.737114830466453	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8754068367770315.000000000000000	13	-1	2	0	30	6	23	4	2	2	2	9.602000000000000	6_7_6_2_3_3_4_4_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_3
134	-170348.166499534505419	-174160.086164228181588	0	2	0.999999999999915	0	0	1	6.899999999999999	8745314299402545.000000000000000	-1	23	4	1	2	1	0	4	0	2	0	1.096000000000000	6_7_6_2_3_3_4_4_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
135	-170645.886314073635731	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8736568985103142.000000000000000	1	-1	4	0	28	6	22	5	2	2	2	7.493000000000000	6_8_6_2_3_3_4_4_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
136	-169822.937822634296026	-174160.086164228181588	0	2	0.999999999999906	0	0	1	6.899999999999999	8727832416118039.000000000000000	-1	7	3	1	3	1	0	4	0	2	0	1.374000000000000	6_8_6_2_3_3_4_3_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
137	-171049.025240323098842	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8719104583701921.000000000000000	2	-1	7	4	26	3	22	4	2	2	3	3.703000000000000	6_8_7_2_3_3_4_3_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
138	-171049.025240323098842	-174160.086164228181588	0	2	1.000000000000000	0	0	1	6.899999999999999	8710385479118219.000000000000000	-1	7	2	1	4	1	0	3	0	2	0	1.168000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
139	-172435.708592056529596	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8701675093639101.000000000000000	0	-1	31	6	0	0	22	3	2	2	2	0.007000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
140	-172409.785384203220019	-174160.086164228181588	0	2	0.999999999999997	0	0	1	6.899999999999999	8692973418545462.000000000000000	-1	23	5	2	0	0	0	2	0	2	0	0.003000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
141	-174160.086164228181588	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8684280445126917.000000000000000	13	-1	31	7	0	0	22	2	2	2	3	0.006000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
142	-172982.084826312027872	-174160.086164228181588	0	2	0.999999999999864	0	0	1	6.899999999999999	8675596164681790.000000000000000	-1	1	7	2	0	0	0	2	0	3	0	0.002000000000000	7_7_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
143	-173412.600697897840291	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8666920568517108.000000000000000	0	-1	30	5	1	2	21	2	2	2	2	2.462000000000000	8_7_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
144	-172585.050531801738543	-174160.086164228181588	0	2	0.999999999999905	0	0	1	6.899999999999999	8658253647948591.000000000000000	-1	1	4	2	0	0	0	2	0	2	0	0.002000000000000	8_6_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
145	-172725.209896749001928	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8649595394300642.000000000000000	13	-1	30	6	1	1	22	2	2	2	3	1.391000000000000	8_6_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
146	-171301.335168720135698	-174160.086164228181588	0	2	0.999999999999835	0	0	1	6.899999999999999	8640945798906341.000000000000000	-1	1	4	2	0	0	0	2	0	2	0	0.003000000000000	8_5_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
147	-172344.601885861484334	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8632304853107435.000000000000000	3	-1	29	5	0	0	23	1	2	1	2	0.005000000000000	8_5_7_3_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
148	-170576.922368603234645	-174160.086164228181588	0	2	0.999999999999795	0	0	1	6.899999999999999	8623672548254328.000000000000000	-1	0	7	2	0	0	0	2	0	3	0	0.003000000000000	7_5_7_3_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
149	-171042.740630226908252	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8615048875706074.000000000000000	23	-1	30	6	1	1	22	2	2	2	3	1.127000000000000	7_5_7_3_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_2
150	-170740.702381472598063	-174160.086164228181588	0	2	0.999999999999965	0	0	1	6.899999999999999	8606433826830368.000000000000000	-1	13	5	2	0	0	0	3	0	2	0	0.003000000000000	7_5_7_3_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
151	-170740.702381472598063	-174160.086164228181588	0	2	1.000000000000000	0	0	2	7.934999999999999	8597827393003538.000000000000000	6	-1	31	6	1	1	21	3	2	2	3	1.430000000000000	7_5_7_3_3_3_5_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
152	-170900.222407904046122	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8589229565610534.000000000000000	-1	3	6	2	0	0	0	4	0	2	0	0.002000000000000	7_5_7_2_3_3_5_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
153	-172483.848938473442104	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8580640336044923.000000000000000	1	-1	31	6	1	1	21	3	2	2	3	1.506000000000000	7_6_7_2_3_3_5_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
154	-170828.126541058503790	-174160.086164228181588	0	2	0.999999999999807	0	0	1	6.899999999999999	8572059695708878.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.001000000000000	7_6_7_2_3_3_5_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
155	-171524.877629168913700	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8563487636013169.000000000000000	1	-1	32	6	0	0	22	4	2	2	2	0.005000000000000	7_7_7_2_3_3_5_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
156	-171250.016972771554720	-174160.086164228181588	0	2	0.999999999999968	0	0	1	6.899999999999999	8554924148377156.000000000000000	-1	23	6	2	0	0	0	4	0	2	0	0.002000000000000	7_7_7_2_3_3_5_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
157	-172409.785384203220019	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8546369224228779.000000000000000	1	-1	32	7	0	0	21	3	2	2	3	0.007000000000000	7_8_7_2_3_3_5_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
158	-170369.667688316374552	-174160.086164228181588	0	2	0.999999999999761	0	0	1	6.899999999999999	8537822855004550.000000000000000	-1	13	5	2	0	0	0	3	0	2	0	0.002000000000000	7_8_7_2_3_3_5_2_2_2_1_3_5_8_4_5_3_3_5_4_3_4_4_1
159	-170464.264129896910163	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8529285032149545.000000000000000	19	-1	31	6	1	1	22	4	2	2	3	0.825000000000000	7_8_7_2_3_3_5_2_2_2_1_3_5_8_4_5_3_3_5_5_3_4_4_1
160	-170464.264129896910163	-174160.086164228181588	0	2	1.000000000000000	0	0	1	6.899999999999999	8520755747117395.000000000000000	-1	6	6	2	0	0	0	4	0	2	0	0.002000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_5_3_4_4_1
161	-170591.589352247829083	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8512234991370278.000000000000000	19	-1	31	6	1	1	21	3	2	2	3	0.817000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_6_3_4_4_1
162	-168918.513843102089595	-174160.086164228181588	0	2	0.999999999999803	0	0	1	6.899999999999999	8503722756378908.000000000000000	-1	0	5	2	0	0	0	3	0	2	0	0.002000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_6_3_4_4_1
163	-169734.936600741813891	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8495219033622529.000000000000000	19	-1	31	6	1	1	21	4	2	2	3	1.329000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_7_3_4_4_1
164	-168540.807455597183434	-174160.086164228181588	0	2	0.999999999999859	0	0	1	6.899999999999999	8486723814588906.000000000000000	-1	2	5	2	0	0	0	4	0	2	0	0.014000000000000	6_8_6_2_3_3_4_2_2_2_1_3_5_8_4_5_3_3_5_7_3_4_4_1
165	-170473.991614555299748	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8478237090774317.000000000000000	13	-1	31	6	1	1	21	4	2	2	3	2.038000000000000	6_8_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
166	-169673.706139733607415	-174160.086164228181588	0	2	0.999999999999906	0	0	1	6.899999999999999	8469758853683543.000000000000000	-1	1	5	2	0	0	0	3	0	2	0	0.002000000000000	6_7_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
167	-169784.321640654612565	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8461289094829859.000000000000000	19	-1	31	6	1	1	21	3	2	2	3	1.310000000000000	6_7_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
168	-168697.866400489408989	-174160.086164228181588	0	2	0.999999999999872	0	0	1	6.899999999999999	8452827805735029.000000000000000	-1	1	5	2	0	0	0	3	0	2	0	0.002000000000000	6_6_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
169	-169203.729329332272755	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8444374977929294.000000000000000	0	-1	31	6	1	1	22	3	2	2	3	1.525000000000000	7_6_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
170	-167868.775715233350638	-174160.086164228181588	0	2	0.999999999999842	0	0	1	6.899999999999999	8435930602951365.000000000000000	-1	1	5	2	0	0	0	2	0	2	0	0.002000000000000	7_5_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
171	-169504.517909762158524	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8427494672348414.000000000000000	2	-1	30	6	0	0	23	2	2	2	2	0.007000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_8_3_4_4_1
172	-169369.625711675500497	-174160.086164228181588	0	2	0.999999999999984	0	0	1	6.899999999999999	8419067177676066.000000000000000	-1	19	7	2	0	0	0	2	0	3	0	0.004000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_7_3_4_4_1
173	-171032.521114433126058	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8410648110498390.000000000000000	13	-1	31	7	0	0	22	2	2	2	3	0.008000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_7_3_4_4_1
174	-170936.661831512610661	-174160.086164228181588	0	2	0.999999999999989	0	0	1	6.899999999999999	8402237462387892.000000000000000	-1	19	4	2	0	0	0	2	0	2	0	0.002000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_6_3_4_4_1
175	-171172.822116071765777	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8393835224925504.000000000000000	13	-1	31	7	0	0	22	2	2	2	3	0.007000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_6_3_4_4_1
176	-170993.035486581327859	-174160.086164228181588	0	2	0.999999999999979	0	0	1	6.899999999999999	8385441389700578.000000000000000	-1	19	4	2	0	0	0	3	0	2	0	0.002000000000000	7_5_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_5_3_4_4_1
177	-172244.481633626477560	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8377055948310877.000000000000000	1	-1	31	7	0	0	23	3	2	2	3	0.007000000000000	7_6_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_5_3_4_4_1
178	-171959.760502484918106	-174160.086164228181588	0	2	0.999999999999966	0	0	1	6.899999999999999	8368678892362566.000000000000000	-1	19	5	2	0	0	0	3	0	2	0	0.002000000000000	7_6_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
179	-172725.209896749001928	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8360310213470203.000000000000000	0	-1	30	6	1	1	23	2	2	2	3	1.269000000000000	8_6_7_2_3_3_4_2_2_2_1_3_5_11_4_5_3_3_5_4_3_4_4_1
180	-172585.050531801738543	-174160.086164228181588	0	2	0.999999999999983	0	0	1	6.899999999999999	8351949903256733.000000000000000	-1	13	7	2	0	0	0	2	0	3	0	0.002000000000000	8_6_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
181	-173412.600697897840291	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8343597953353476.000000000000000	1	-1	31	7	0	0	22	2	2	2	3	0.006000000000000	8_7_7_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_1
182	-171576.353270708932541	-174160.086164228181588	0	2	0.999999999999780	0	0	1	6.899999999999999	8335254355400123.000000000000000	-1	13	4	2	0	0	0	2	0	2	0	0.003000000000000	8_7_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_1
183	-171600.523659670987399	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8326919101044723.000000000000000	23	-1	31	7	0	0	22	2	2	2	3	0.005000000000000	8_7_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
184	-171524.877629168913700	-174160.086164228181588	0	2	0.999999999999991	0	0	1	6.899999999999999	8318592181943678.000000000000000	-1	0	5	2	0	0	0	3	0	2	0	0.002000000000000	7_7_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
185	-172435.708592056529596	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8310273589761734.000000000000000	1	-1	32	7	0	0	22	3	2	2	3	0.006000000000000	7_8_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
186	-171049.025240323098842	-174160.086164228181588	0	2	0.999999999999833	0	0	1	6.899999999999999	8301963316171972.000000000000000	-1	0	5	2	0	0	0	3	0	2	0	0.002000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_2
187	-172241.713949864526512	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8293661352855800.000000000000000	23	-1	32	7	0	0	22	3	2	2	3	0.005000000000000	6_8_7_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_3
188	-170571.222700322367018	-174160.086164228181588	0	2	0.999999999999799	0	0	1	6.899999999999999	8285367691502944.000000000000000	-1	2	5	2	0	0	0	3	0	2	0	0.002000000000000	6_8_6_2_3_3_4_2_2_2_1_3_5_9_4_5_3_3_5_4_3_4_4_3
189	-170706.784947397361975	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8277082323811441.000000000000000	13	-1	31	6	0	0	22	3	2	2	2	0.006000000000000	6_8_6_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
190	-168037.256677415076410	-174160.086164228181588	0	2	0.999999999999677	0	0	1	6.899999999999999	8268805241487630.000000000000000	-1	2	5	2	0	0	0	2	0	2	0	0.003000000000000	6_8_5_2_3_3_4_2_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
191	-168910.383208714425564	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8260536436246142.000000000000000	7	-1	31	6	0	0	22	3	2	2	2	0.006000000000000	6_8_5_2_3_3_4_3_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
192	-168230.389322214876302	-174160.086164228181588	0	2	0.999999999999918	0	0	1	6.899999999999999	8252275899809896.000000000000000	-1	1	6	2	0	0	0	3	0	2	0	0.003000000000000	6_7_5_2_3_3_4_3_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
193	-169480.513312117807800	-174160.086164228181588	0	1	-1.000000000000000	0	0	0	6.000000000000000	8244023623910086.000000000000000	7	-1	32	6	1	1	22	4	2	2	3	1.158000000000000	6_7_5_2_3_3_4_4_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_3
194	-168612.739342444343492	-174160.086164228181588	0	2	0.999999999999895	0	0	1	6.899999999999999	8235779600286176.000000000000000	-1	23	6	2	0	0	0	4	0	2	0	0.002000000000000	6_7_5_2_3_3_4_4_2_2_1_3_5_10_4_5_3_3_5_4_3_4_4_2
