ID,lng,lat
0,52.161330123643125,4.4496064237777775
1,52.15315936675341,4.439670481790124
2,52.14686573443618,4.443103001654321
3,52.141454533420074,4.451232279308642
4,52.14951563908303,4.460264177283951
5,52.149073553184635,4.4642376998641975
6,52.15106119923173,4.464418508666666
7,52.154704926902106,4.471102739592593
8,52.15801796039653,4.473631215444445
9,52.15956352054523,4.478870399641975
10,52.16199238224287,4.478689590839506
11,52.163428291164806,4.480134637567901
12,52.16331776969021,4.466767599407407
13,52.16552645868649,4.452315708432099
14,52.17060522503098,4.455386610691358
15,52.16961140200743,4.468572840049383
16,52.17137887535316,4.468393454938272
17,52.17380773705081,4.4712835483950615
18,52.17060522503098,4.480315446370371
19,52.166850975886,4.4833863486296295
20,52.17424895270136,4.493682484530864
21,52.17745146472119,4.488444724024691
22,52.176016426047084,4.487721488814815
23,52.17943911076828,4.481218066691358
24,52.18308283843866,4.4989216687283955
25,52.18385561851301,4.5037992353209875
26,52.18275127401487,4.512650324493827
27,52.179218067819086,4.506508519975309
28,52.17634712022305,4.498379242320988
29,52.1755743401487,4.499824289049383
30,52.17248234960347,4.499102477530864
31,52.172371828128874,4.497115004395062
32,52.17104731092937,4.507411140296297
33,52.17049470355638,4.515178800345679
34,52.17380773705081,4.518972937814815
35,52.18164779976456,4.518611320209877
36,52.16552645868649,4.516985464679013
37,52.160115257670384,4.51499799154321
38,52.155257534275094,4.513914562419753
39,52.15591979287485,4.5101204249506175
40,52.15580927140025,4.503978620432099
41,52.16276603256506,4.505785284765432
42,52.16718254030979,4.506146902370371
43,52.16398002828996,4.4989216687283955
44,52.16409054976456,4.493140058123457
45,52.16486332983891,4.486998253604939
46,52.1563610085254,4.521139796061728
47,52.147085907137544,4.524029889518519
48,52.14542982551425,4.5159020355555555
49,52.14134401194548,4.509941039839506
50,52.1446570454399,4.499643480246914
51,52.147527993035936,4.507230331493828
52,52.15084015628253,4.512469515691358
53,52.1533804097026,4.50343761771605
54,52.15282780232962,4.496572577987655
55,52.15360058240397,4.488804917938272
56,52.15095067775712,4.484831395358025
57,52.14929459613383,4.485373821765433
58,52.156251357298636,4.49512753125926
59,52.15923195612144,4.491515626283951
60,52.160336300619576,4.485734015679013
61,52.1549259698513,4.480134637567901
62,52.151392763655515,4.4821221107037035
63,52.14057123187113,4.488263915222222
64,52.14001949474597,4.486457250888889
65,52.141896619318466,4.4859148244814815
66,52.140130016220574,4.4797730199629635
67,52.14200714079306,4.47778554682716
68,52.153932146827756,4.474173641851852
69,52.14918407465923,4.4664059818024695
70,52.136816982726145,4.467851028530864
71,52.133724992180916,4.470560313185185
72,52.12765240281289,4.466044364197531
73,52.12853570436184,4.4689344576543215
74,52.124008675142505,4.4738120242469135
75,52.11959129714994,4.473450406641976
76,52.131185609008675,4.493682484530864
77,52.137589762800495,4.488444724024691
78,52.139577408847586,4.488985726740741
79,52.13968793032218,4.511746280481482
