ID, lat, lng
311,4.517879784,52.17284749
312,4.516068956,52.15961291
313,4.50292369,52.13555005
314,4.487565191,52.12769795
315,4.481462032,52.12434182
316,4.467109548,52.14270558
317,4.458457817,52.14796142
319,4.51948,52.14607
320,4.51234,52.14305
321,4.47152,52.12601
