Community_Area_ID	Gravity_Metric
1	1769962.834842123324051
2	3027543.457203825004399
3	2677984.579648695886135
4	3805992.900452348403633
5	841271.861877618590370
6	2531655.469148893374950
7	1037080.045288049266674
8	1899689.745727035682648
9	1359138.971303941449150
10	1656176.069825246464461
11	1136645.204135439358652
12	829952.897496870136820
13	602640.069613646017388
14	857451.545723050832748
15	996960.297454809769988
16	1891117.346500164596364
