Iteration	Obj_Current	Obj_Best	New_Best	Case	SA_Prob	Jump	Nonimp_In	Nonimp_Out	Tenure	Temperature	ADD	DROP	Obj_Lookups	Con_Lookups	Obj_Evals	Con_Evals	ADD_First	DROP_First	ADD_Second	DROP_Second	SWAPs	Total_Time	Solution
97	-661842.317544013145380	-669524.366938250605017	0	2	0.999999999999441	0	0	1	6.899999999999999	9075119613694454.000000000000000	-1	0	7	2	0	0	0	5	0	2	0	0.003000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
98	-669251.983631912036799	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9066044494080760.000000000000000	13	-1	33	6	1	1	22	5	2	2	3	1.169000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
99	-661204.968832054175436	-669524.366938250605017	0	2	0.999999999999112	0	0	1	6.899999999999999	9056978449586680.000000000000000	-1	2	7	2	0	0	0	4	0	2	0	0.006000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
100	-665911.885057102073915	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9047921471137094.000000000000000	13	-1	33	6	0	0	21	5	2	2	2	0.006000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
101	-657333.129177239141427	-669524.366938250605017	0	2	0.999999999999052	0	0	1	6.899999999999999	9038873549665956.000000000000000	-1	3	7	2	0	0	0	5	0	2	0	0.002000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
102	-661342.306628447724506	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9029834676116290.000000000000000	17	-1	34	7	0	0	21	6	2	2	3	0.007000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
103	-655781.071277881623246	-669524.366938250605017	0	2	0.999999999999384	0	0	1	6.899999999999999	9020804841440174.000000000000000	-1	1	7	2	0	0	0	5	0	2	0	0.004000000000000	6_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
104	-665188.862888843636028	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	9011784036598734.000000000000000	0	-1	32	6	1	1	21	4	2	2	3	1.579000000000000	7_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
105	-655232.069414074067026	-669524.366938250605017	0	2	0.999999999998895	0	0	1	6.899999999999999	9002772252562135.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.002000000000000	7_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
106	-661512.085561250569299	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8993769480309573.000000000000000	0	-1	32	7	0	0	22	3	2	2	3	0.005000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
107	-656158.589977670228109	-669524.366938250605017	0	2	0.999999999999405	0	0	1	6.899999999999999	8984775710829263.000000000000000	-1	13	5	2	0	0	0	3	0	2	0	0.003000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
108	-662031.080516422982328	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8975790935118434.000000000000000	12	-1	32	7	0	0	21	4	2	2	3	0.008000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_6_5_4_3_4_4_1
109	-656836.369627860258333	-669524.366938250605017	0	2	0.999999999999421	0	0	1	6.899999999999999	8966815144183316.000000000000000	-1	17	6	2	0	0	0	4	0	2	0	0.002000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
110	-663289.789061904069968	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8957848329039133.000000000000000	2	-1	32	6	1	1	21	4	2	2	3	1.759000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
111	-655787.698608099832200	-669524.366938250605017	0	2	0.999999999999163	0	0	1	6.899999999999999	8948890480710094.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.003000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
112	-665951.483117462252267	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8939941590229384.000000000000000	3	-1	32	6	0	0	22	4	2	2	2	0.007000000000000	8_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
113	-659464.834019526490010	-669524.366938250605017	0	2	0.999999999999274	0	0	1	6.899999999999999	8931001648639155.000000000000000	-1	0	7	2	0	0	0	4	0	2	0	0.003000000000000	7_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
114	-665620.418242702842690	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8922070646990516.000000000000000	3	-1	34	7	0	0	21	5	2	2	3	0.008000000000000	7_5_7_4_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
115	-661938.779838392511010	-669524.366938250605017	0	2	0.999999999999587	0	0	1	6.899999999999999	8913148576343525.000000000000000	-1	12	7	2	0	0	0	5	0	2	0	0.002000000000000	7_5_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
116	-666922.610358241945505	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8904235427767181.000000000000000	1	-1	33	7	0	0	21	5	2	2	3	0.007000000000000	7_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
117	-661842.317544013145380	-669524.366938250605017	0	2	0.999999999999429	0	0	1	6.899999999999999	8895331192339414.000000000000000	-1	0	7	2	0	0	0	5	0	2	0	0.002000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
118	-669251.983631912036799	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8886435861147075.000000000000000	13	-1	34	7	0	0	22	5	2	2	3	0.007000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
119	-661204.968832054175436	-669524.366938250605017	0	2	0.999999999999095	0	0	1	6.899999999999999	8877549425285928.000000000000000	-1	2	7	2	0	0	0	4	0	2	0	0.003000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
120	-665911.885057102073915	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8868671875860642.000000000000000	13	-1	33	6	0	0	21	5	2	2	2	0.007000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
121	-657333.129177239141427	-669524.366938250605017	0	2	0.999999999999033	0	0	1	6.899999999999999	8859803203984781.000000000000000	-1	3	7	2	0	0	0	5	0	2	0	0.003000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
122	-661342.306628447724506	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8850943400780796.000000000000000	17	-1	34	7	0	0	21	6	2	2	3	0.006000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
123	-655781.071277881623246	-669524.366938250605017	0	2	0.999999999999372	0	0	1	6.899999999999999	8842092457380015.000000000000000	-1	1	7	2	0	0	0	5	0	2	0	0.002000000000000	6_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
124	-665188.862888843636028	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8833250364922635.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.006000000000000	7_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
125	-655232.069414074067026	-669524.366938250605017	0	2	0.999999999998873	0	0	1	6.899999999999999	8824417114557712.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.003000000000000	7_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
126	-661512.085561250569299	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8815592697443154.000000000000000	0	-1	32	7	0	0	22	3	2	2	3	0.007000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
127	-656158.589977670228109	-669524.366938250605017	0	2	0.999999999999393	0	0	1	6.899999999999999	8806777104745711.000000000000000	-1	13	5	2	0	0	0	3	0	2	0	0.003000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
128	-662031.080516422982328	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8797970327640965.000000000000000	12	-1	32	7	0	0	21	4	2	2	3	0.008000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_6_5_4_3_4_4_1
129	-656836.369627860258333	-669524.366938250605017	0	2	0.999999999999410	0	0	1	6.899999999999999	8789172357313324.000000000000000	-1	17	6	2	0	0	0	4	0	2	0	0.003000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
130	-663289.789061904069968	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8780383184956011.000000000000000	2	-1	33	7	0	0	21	4	2	2	3	0.008000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
131	-655787.698608099832200	-669524.366938250605017	0	2	0.999999999999146	0	0	1	6.899999999999999	8771602801771055.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.003000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
132	-665951.483117462252267	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8762831198969284.000000000000000	3	-1	32	6	0	0	22	4	2	2	2	0.006000000000000	8_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
133	-659464.834019526490010	-669524.366938250605017	0	2	0.999999999999260	0	0	1	6.899999999999999	8754068367770315.000000000000000	-1	0	7	2	0	0	0	4	0	2	0	0.003000000000000	7_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
134	-665620.418242702842690	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8745314299402545.000000000000000	3	-1	34	7	0	0	21	5	2	2	3	0.007000000000000	7_5_7_4_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
135	-661938.779838392511010	-669524.366938250605017	0	2	0.999999999999579	0	0	1	6.899999999999999	8736568985103142.000000000000000	-1	12	7	2	0	0	0	5	0	2	0	0.003000000000000	7_5_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
136	-666922.610358241945505	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8727832416118039.000000000000000	1	-1	33	7	0	0	21	5	2	2	3	0.007000000000000	7_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
137	-661842.317544013145380	-669524.366938250605017	0	2	0.999999999999418	0	0	1	6.899999999999999	8719104583701921.000000000000000	-1	0	7	2	0	0	0	5	0	2	0	0.003000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
138	-669251.983631912036799	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8710385479118219.000000000000000	13	-1	34	7	0	0	22	5	2	2	3	0.006000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
139	-661204.968832054175436	-669524.366938250605017	0	2	0.999999999999076	0	0	1	6.899999999999999	8701675093639101.000000000000000	-1	2	7	2	0	0	0	4	0	2	0	0.003000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
140	-665911.885057102073915	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8692973418545462.000000000000000	13	-1	33	6	0	0	21	5	2	2	2	0.006000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
141	-657333.129177239141427	-669524.366938250605017	0	2	0.999999999999013	0	0	1	6.899999999999999	8684280445126917.000000000000000	-1	3	7	2	0	0	0	5	0	2	0	0.002000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
142	-661342.306628447724506	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8675596164681790.000000000000000	17	-1	34	7	0	0	21	6	2	2	3	0.007000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
143	-655781.071277881623246	-669524.366938250605017	0	2	0.999999999999359	0	0	1	6.899999999999999	8666920568517108.000000000000000	-1	1	7	2	0	0	0	5	0	2	0	0.003000000000000	6_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
144	-665188.862888843636028	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8658253647948591.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.006000000000000	7_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
145	-655232.069414074067026	-669524.366938250605017	0	2	0.999999999998850	0	0	1	6.899999999999999	8649595394300642.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.002000000000000	7_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
146	-661512.085561250569299	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8640945798906341.000000000000000	0	-1	32	7	0	0	22	3	2	2	3	0.007000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
147	-656158.589977670228109	-669524.366938250605017	0	2	0.999999999999380	0	0	1	6.899999999999999	8632304853107435.000000000000000	-1	13	5	2	0	0	0	3	0	2	0	0.002000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
148	-662031.080516422982328	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8623672548254328.000000000000000	12	-1	32	7	0	0	21	4	2	2	3	0.006000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_6_5_4_3_4_4_1
149	-656836.369627860258333	-669524.366938250605017	0	2	0.999999999999398	0	0	1	6.899999999999999	8615048875706074.000000000000000	-1	17	6	2	0	0	0	4	0	2	0	0.003000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
150	-663289.789061904069968	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8606433826830368.000000000000000	2	-1	33	7	0	0	21	4	2	2	3	0.006000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
151	-655787.698608099832200	-669524.366938250605017	0	2	0.999999999999128	0	0	1	6.899999999999999	8597827393003538.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.003000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
152	-665951.483117462252267	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8589229565610534.000000000000000	3	-1	32	6	0	0	22	4	2	2	2	0.007000000000000	8_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
153	-659464.834019526490010	-669524.366938250605017	0	2	0.999999999999245	0	0	1	6.899999999999999	8580640336044923.000000000000000	-1	0	7	2	0	0	0	4	0	2	0	0.003000000000000	7_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
154	-665620.418242702842690	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8572059695708878.000000000000000	3	-1	34	7	0	0	21	5	2	2	3	0.007000000000000	7_5_7_4_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
155	-661938.779838392511010	-669524.366938250605017	0	2	0.999999999999570	0	0	1	6.899999999999999	8563487636013169.000000000000000	-1	12	7	2	0	0	0	5	0	2	0	0.002000000000000	7_5_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
156	-666922.610358241945505	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8554924148377156.000000000000000	1	-1	33	7	0	0	21	5	2	2	3	0.006000000000000	7_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
157	-661842.317544013145380	-669524.366938250605017	0	2	0.999999999999406	0	0	1	6.899999999999999	8546369224228779.000000000000000	-1	0	7	2	0	0	0	5	0	2	0	0.003000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
158	-669251.983631912036799	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8537822855004550.000000000000000	13	-1	34	7	0	0	22	5	2	2	3	0.006000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
159	-661204.968832054175436	-669524.366938250605017	0	2	0.999999999999058	0	0	1	6.899999999999999	8529285032149545.000000000000000	-1	2	7	2	0	0	0	4	0	2	0	0.003000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
160	-665911.885057102073915	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8520755747117395.000000000000000	13	-1	33	6	0	0	21	5	2	2	2	0.006000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
161	-657333.129177239141427	-669524.366938250605017	0	2	0.999999999998993	0	0	1	6.899999999999999	8512234991370278.000000000000000	-1	3	7	2	0	0	0	5	0	2	0	0.003000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
162	-661342.306628447724506	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8503722756378908.000000000000000	17	-1	34	7	0	0	21	6	2	2	3	0.006000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
163	-655781.071277881623246	-669524.366938250605017	0	2	0.999999999999346	0	0	1	6.899999999999999	8495219033622529.000000000000000	-1	1	7	2	0	0	0	5	0	2	0	0.003000000000000	6_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
164	-665188.862888843636028	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8486723814588906.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.006000000000000	7_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
165	-655232.069414074067026	-669524.366938250605017	0	2	0.999999999998827	0	0	1	6.899999999999999	8478237090774317.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.003000000000000	7_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
166	-661512.085561250569299	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8469758853683543.000000000000000	0	-1	32	7	0	0	22	3	2	2	3	0.007000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
167	-656158.589977670228109	-669524.366938250605017	0	2	0.999999999999368	0	0	1	6.899999999999999	8461289094829859.000000000000000	-1	13	5	2	0	0	0	3	0	2	0	0.003000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
168	-662031.080516422982328	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8452827805735029.000000000000000	12	-1	32	7	0	0	21	4	2	2	3	0.006000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_6_5_4_3_4_4_1
169	-656836.369627860258333	-669524.366938250605017	0	2	0.999999999999385	0	0	1	6.899999999999999	8444374977929294.000000000000000	-1	17	6	2	0	0	0	4	0	2	0	0.002000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
170	-663289.789061904069968	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8435930602951365.000000000000000	2	-1	33	7	0	0	21	4	2	2	3	0.006000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
171	-655787.698608099832200	-669524.366938250605017	0	2	0.999999999999111	0	0	1	6.899999999999999	8427494672348414.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.002000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
172	-665951.483117462252267	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8419067177676066.000000000000000	3	-1	32	6	0	0	22	4	2	2	2	0.007000000000000	8_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
173	-659464.834019526490010	-669524.366938250605017	0	2	0.999999999999230	0	0	1	6.899999999999999	8410648110498390.000000000000000	-1	0	7	2	0	0	0	4	0	2	0	0.002000000000000	7_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
174	-665620.418242702842690	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8402237462387892.000000000000000	3	-1	34	7	0	0	21	5	2	2	3	0.006000000000000	7_5_7_4_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
175	-661938.779838392511010	-669524.366938250605017	0	2	0.999999999999562	0	0	1	6.899999999999999	8393835224925504.000000000000000	-1	12	7	2	0	0	0	5	0	2	0	0.003000000000000	7_5_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
176	-666922.610358241945505	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8385441389700578.000000000000000	1	-1	33	7	0	0	21	5	2	2	3	0.006000000000000	7_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
177	-661842.317544013145380	-669524.366938250605017	0	2	0.999999999999394	0	0	1	6.899999999999999	8377055948310877.000000000000000	-1	0	7	2	0	0	0	5	0	2	0	0.003000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_6_4_5_3_5_5_4_3_4_4_1
178	-669251.983631912036799	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8368678892362566.000000000000000	13	-1	34	7	0	0	22	5	2	2	3	0.007000000000000	6_6_7_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
179	-661204.968832054175436	-669524.366938250605017	0	2	0.999999999999038	0	0	1	6.899999999999999	8360310213470203.000000000000000	-1	2	7	2	0	0	0	4	0	2	0	0.003000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_7_4_5_3_5_5_4_3_4_4_1
180	-665911.885057102073915	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8351949903256733.000000000000000	13	-1	33	6	0	0	21	5	2	2	2	0.006000000000000	6_6_6_4_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
181	-657333.129177239141427	-669524.366938250605017	0	2	0.999999999998973	0	0	1	6.899999999999999	8343597953353476.000000000000000	-1	3	7	2	0	0	0	5	0	2	0	0.003000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_5_5_4_3_4_4_1
182	-661342.306628447724506	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8335254355400123.000000000000000	17	-1	34	7	0	0	21	6	2	2	3	0.007000000000000	6_6_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
183	-655781.071277881623246	-669524.366938250605017	0	2	0.999999999999333	0	0	1	6.899999999999999	8326919101044723.000000000000000	-1	1	7	2	0	0	0	5	0	2	0	0.003000000000000	6_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
184	-665188.862888843636028	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8318592181943678.000000000000000	0	-1	33	7	0	0	21	4	2	2	3	0.006000000000000	7_5_6_3_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
185	-655232.069414074067026	-669524.366938250605017	0	2	0.999999999998803	0	0	1	6.899999999999999	8310273589761734.000000000000000	-1	3	6	2	0	0	0	3	0	2	0	0.002000000000000	7_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
186	-661512.085561250569299	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8301963316171972.000000000000000	0	-1	32	7	0	0	22	3	2	2	3	0.006000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_8_4_5_3_6_5_4_3_4_4_1
187	-656158.589977670228109	-669524.366938250605017	0	2	0.999999999999355	0	0	1	6.899999999999999	8293661352855800.000000000000000	-1	13	5	2	0	0	0	3	0	2	0	0.002000000000000	8_5_6_2_3_3_4_2_2_2_3_3_5_7_4_5_3_6_5_4_3_4_4_1
188	-662031.080516422982328	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8285367691502944.000000000000000	12	-1	32	7	0	0	21	4	2	2	3	0.006000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_6_5_4_3_4_4_1
189	-656836.369627860258333	-669524.366938250605017	0	2	0.999999999999373	0	0	1	6.899999999999999	8277082323811441.000000000000000	-1	17	6	2	0	0	0	4	0	2	0	0.003000000000000	8_5_6_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
190	-663289.789061904069968	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8268805241487630.000000000000000	2	-1	33	7	0	0	21	4	2	2	3	0.006000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_7_4_5_3_5_5_4_3_4_4_1
191	-655787.698608099832200	-669524.366938250605017	0	2	0.999999999999093	0	0	1	6.899999999999999	8260536436246142.000000000000000	-1	13	6	2	0	0	0	3	0	2	0	0.002000000000000	8_5_7_2_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
192	-665951.483117462252267	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8252275899809896.000000000000000	3	-1	32	6	0	0	22	4	2	2	2	0.007000000000000	8_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
193	-659464.834019526490010	-669524.366938250605017	0	2	0.999999999999214	0	0	1	6.899999999999999	8244023623910086.000000000000000	-1	0	7	2	0	0	0	4	0	2	0	0.003000000000000	7_5_7_3_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
194	-665620.418242702842690	-669524.366938250605017	0	1	-1.000000000000000	0	0	0	6.000000000000000	8235779600286176.000000000000000	3	-1	34	7	0	0	21	5	2	2	3	0.006000000000000	7_5_7_4_3_3_4_2_2_2_3_3_6_6_4_5_3_5_5_4_3_4_4_1
