ID	Type	Line	Tail	Head	Time
1145	1	21	46	453	0
1146	2	21	453	46	0
1147	1	21	24	454	0
1148	2	21	454	24	0
1149	1	21	62	455	0
1150	2	21	455	62	0
1151	1	21	35	456	0
1152	2	21	456	35	0
1153	1	21	71	457	0
1154	2	21	457	71	0
1155	1	21	117	458	0
1156	2	21	458	117	0
1157	0	22	459	460	17
1158	0	22	460	461	3
1159	0	22	461	462	2
1160	0	22	462	463	2
1161	0	22	463	464	2
1162	0	22	464	465	2
1163	0	22	465	466	2
1164	0	22	466	467	3
1165	0	22	467	468	1
1166	0	22	468	469	20
1167	0	22	469	468	20
1168	0	22	468	467	1
1169	0	22	467	465	4
1170	0	22	466	464	1
1171	0	22	464	463	3
1172	0	22	463	462	2
1173	0	22	462	461	3
1174	0	22	461	460	3
1175	0	22	460	459	17
1176	1	22	117	459	0
1177	2	22	459	117	0
1178	1	22	71	460	0
1179	2	22	460	71	0
1180	1	22	35	461	0
1181	2	22	461	35	0
1182	1	22	62	462	0
1183	2	22	462	62	0
1184	1	22	24	463	0
1185	2	22	463	24	0
1186	1	22	46	464	0
1187	2	22	464	46	0
1188	1	22	72	465	0
1189	2	22	465	72	0
1190	1	22	73	466	0
1191	2	22	466	73	0
1192	1	22	86	467	0
1193	2	22	467	86	0
1194	1	22	5	468	0
1195	2	22	468	5	0
1196	1	22	118	469	0
1197	2	22	469	118	0
1198	0	23	470	471	1
1199	0	23	471	472	3
1200	0	23	472	473	2
1201	0	23	473	474	9
1202	0	23	474	473	8
1203	0	23	473	472	2
1204	0	23	472	471	4
1205	0	23	471	475	1
1206	1	23	73	470	0
1207	2	23	470	73	0
1208	1	23	46	471	0
1209	2	23	471	46	0
1210	1	23	30	472	0
1211	2	23	472	30	0
1212	1	23	43	473	0
1213	2	23	473	43	0
1214	1	23	119	474	0
1215	2	23	474	119	0
1216	1	23	72	475	0
1217	2	23	475	72	0
1218	3	-1	40	8	3.128916722287387
1219	3	-1	8	40	3.128916722287387
1220	3	-1	44	35	1.8746880153111452
1221	3	-1	35	44	1.8746880153111452
1222	3	-1	48	41	3.5834013929602317
1223	3	-1	41	48	3.5834013929602317
1224	3	-1	57	54	3.3414365034890365
1225	3	-1	54	57	3.3414365034890365
1226	3	-1	61	58	3.722149236569216
1227	3	-1	58	61	3.722149236569216
1228	3	-1	62	36	3.2492512481256473
1229	3	-1	36	62	3.2492512481256473
1230	3	-1	64	0	3.649381216001736
1231	3	-1	0	64	3.649381216001736
1232	3	-1	65	56	3.3625214019167555
1233	3	-1	56	65	3.3625214019167555
1234	3	-1	73	72	0.0
1235	3	-1	72	73	0.0
1236	3	-1	74	56	3.0443785497543394
1237	3	-1	56	74	3.0443785497543394
1238	3	-1	74	65	2.2088282091162275
1239	3	-1	65	74	2.2088282091162275
1240	3	-1	78	77	0.0
1241	3	-1	77	78	0.0
1242	3	-1	81	27	2.3737822570439118
1243	3	-1	27	81	2.3737822570439118
1244	3	-1	82	5	3.1309894016959348
1245	3	-1	5	82	3.1309894016959348
1246	3	-1	84	18	2.9068669436007917
1247	3	-1	18	84	2.9068669436007917
1248	3	-1	86	38	1.932551270656996
1249	3	-1	38	86	1.932551270656996
1250	3	-1	87	22	1.3134192757933365
1251	3	-1	22	87	1.3134192757933365
1252	3	-1	100	98	0.0
1253	3	-1	98	100	0.0
